name,pos,age
Nico Mannion,PG,19.0
Darius Miller,SF,30.0
Lamar Stevens,PF,23.0
Paul Watson,SF,26.0
Jordan Bone,PG,23.0
Chris Chiozza,PG,25.0
Carsen Edwards,SG,22.0
Udonis Haslem,C,40.0
Brodric Thomas,SG,24.0
Justin James,SF,24.0
Kevin Knox,SF,21.0
Danté Exum,SG,25.0
Ersan İlyasova,PF,33.0
Nathan Knight,PF,23.0
Thon Maker,C,23.0
Skylar Mays,SG,23.0
Tremont Waters,PG,23.0
P.J. Tucker,PF,35.0
Luka Šamanić,PF,21.0
Wenyen Gabriel,PF,23.0
Quinn Cook,PG,27.0
Meyers Leonard,C,28.0
Killian Tillie,C,22.0
Matt Thomas,SG,26.0
Gary Clark,SF,26.0
Ryan Arcidiacono,PG,26.0
Mamadi Diakite,PF,24.0
Romeo Langford,SG,21.0
Alfonzo McKinnie,SF,28.0
Jahmi'us Ramsey,SG,19.0
Cameron Reynolds,SF,25.0
Nicolò Melli,PF,30.0
Reggie Perry,PF,20.0
Trent Forrest,PG,22.0
Bruno Caboclo,PF,25.0
Matthew Dellavedova,PG,30.0
Harry Giles,C,22.0
Kyle Guy,PG,23.0
Markus Howard,SG,21.0
Didi Louzada,SF,21.0
Frank Ntilikina,PG,22.0
Keita Bates-Diop,SF,25.0
Amida Brimah,C,26.0
Grant Riller,PG,23.0
Anderson Varejão,C,38.0
Jordan Bell,C,26.0
Tacko Fall,C,25.0
Rondae Hollis-Jefferson,PF,26.0
KZ Okpala,PF,21.0
Mfiondu Kabengele,PF,23.0
Wes Iwundu,SF,26.0
Vernon Carey Jr.,C,19.0
Jeremiah Martin,PG,24.0
Rayjon Tucker,PG,23.0
Jarrell Brantley,PF,24.0
CJ Elleby,SF,20.0
Justin Robinson,PG,23.0
Quinndary Weatherspoon,SG,24.0
Bol Bol,PF,21.0
Sean McDermott,SF,24.0
Shaquille Harrison,SG,27.0
Chris Silva,PF,24.0
Vlatko Čančar,PF,23.0
Ed Davis,C,31.0
Devon Dotson,PG,21.0
Deividas Sirvydis,SG,20.0
Sindarius Thornwell,SG,26.0
Isaac Bonga,SF,21.0
Devontae Cacok,PF,24.0
Nate Hinton,SG,21.0
Jontay Porter,PF,21.0
Ray Spalding,C,23.0
Miye Oni,SG,23.0
Alen Smailagić,PF,20.0
Cassius Winston,PG,22.0
Daniel Oturu,C,21.0
Axel Toupane,SF,28.0
Elijah Hughes,SF,22.0
T.J. Leaf,PF,23.0
James Nunnally,SF,30.0
Tim Frazier,PG,30.0
Rodions Kurucs,PF,22.0
Norvel Pelle,C,27.0
Bruno Fernando,C,22.0
Cassius Stanley,SG,21.0
Anthony Tolliver,PF,35.0
Robert Woodard II,SF,21.0
Nate Darling,SG,22.0
Cristiano Felício,C,28.0
Jalen Lecque,PG,20.0
Marques Bolden,C,22.0
Juwan Morgan,PF,23.0
Andre Roberson,SG,29.0
Udoka Azubuike,C,21.0
Karim Mané,PG,20.0
Adam Mokoka,SG,22.0
Tyler Bey,SF,22.0
Malik Fitts,PF,23.0
Patrick McCaw,SF,25.0
Iman Shumpert,SG,30.0
Tyrell Terry,PG,20.0
Kostas Antetokounmpo,PF,23.0
Vincent Poirier,C,27.0
Keljin Blevins,SF,25.0
Ty-Shon Alexander,SG,22.0
Brian Bowen,SF,22.0
Jared Dudley,PF,35.0
Jared Harper,PG,23.0
