,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ABBREVIATION,TEAM_ID,OPP_ABBREVIATION,HOME_GAME,GAME_ID,GAME_DATE,WL,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PLUS_MINUS,FANTASY_PTS,POINT_PER_SHOT,EFG,START_POSITION,COMMENT,OFF_RATING,E_OFF_RATING,DEF_RATING,E_DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,EFG_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,POSS,PACE_PER40,E_USG_PCT,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,TEAM_PACE,GAME_PACE,OPP_PACE,OPP_DEF_RATING,MIN,SPD,DIST,ORBC,DRBC,RBC,TCHS,SAST,FTAST,PASS,CFGM,CFGA,CFG_PCT,UFGM,UFGA,UFG_PCT,DFGM,DFGA,DFG_PCT,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLKA,PF,PFD,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS
1164,Jae Crowder,203109,PHX @ DEN,PHX,1610612756,DEN,0,0042000233,2021-06-11,W,14,4,3,5,9,0.556,4,6,0.667,0,0,,0,3,0,0,1,18,22.6,1.556,0.7777777777777778,F,,135.3,132.0,110.4,105.1,24.8,0.0,0.071,0.046,0.133,0.778,4.0,0.133,0.778,100.28,96.62,0.088,68,80.52,0.138,240,43,81,0.531,12,26,0.462,18,20,0.9,4,34,38,26,10,2,12,13,116,97.8,97.92,98.04,118.60940695296524,33:32,4.03,2.41,0,5,5,54,0,0,44,0,1,0.0,5,8,0.625,5,6,0.833,5.0,0.0,2.0,2.0,4.0,14.0,0.0,32.0,0.0,3.0,1.0,0.143,0.155,0.364,0.316,0.0,0.0,0.0,0.136,0.12,0.19,0.111,0.0,0.0,0.0,0.333,0.063,0.152
1165,Paul Millsap,200794,DEN vs. PHX,DEN,1610612743,PHX,1,0042000233,2021-06-11,L,0,1,3,0,3,0.0,0,2,0.0,0,0,,1,2,1,1,0,-5,11.1,0.0,0.0,,,69.2,69.9,93.3,97.8,-24.1,0.111,0.333,0.2,0.333,0.0,0.0,0.214,0.0,95.67,98.49,0.0,13,82.07,0.216,240,39,95,0.411,14,41,0.341,10,16,0.625,18,28,46,21,4,3,14,21,102,98.04,97.92,97.8,104.0391676866585,6:49,4.08,0.5,2,3,5,13,0,0,10,0,1,0.0,0,2,0.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,2.0,0.0,0.0,0.25,0.0,0.286,0.0,0.0,1.0,0.5,0.6,0.5,0.0,1.0,1.0,0.0,0.667,0.0,0.0
1166,Zeke Nnaji,1630192,DEN vs. PHX,DEN,1610612743,PHX,1,0042000233,2021-06-11,L,3,0,0,1,1,1.0,1,1,1.0,0,0,,0,0,0,0,0,1,3.0,3.0,1.5,,,150.0,150.0,66.7,100.0,83.3,0.0,0.0,0.0,0.0,1.5,0.0,0.5,1.5,68.57,85.71,0.429,2,71.43,0.5,240,39,95,0.411,14,41,0.341,10,16,0.625,18,28,46,21,4,3,14,21,102,98.04,97.92,97.8,104.0391676866585,1:24,3.5,0.09,0,0,0,1,0,0,0,0,0,0.0,1,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1167,Furkan Korkmaz,1627788,PHI @ ATL,PHI,1610612755,ATL,0,0042000203,2021-06-11,W,14,1,0,4,9,0.444,3,6,0.5,3,3,1.0,0,0,2,0,0,24,21.5,1.357,0.6111111111111112,,,147.4,148.0,107.1,108.3,40.2,0.0,0.0,0.0,0.037,0.611,0.0,0.161,0.678,98.18,98.92,0.097,57,82.43,0.162,,,,,,,,,,,,,,,,,,,,,,,,27:25,4.39,2.17,0,0,0,29,0,0,16,0,1,0.0,4,8,0.5,0,0,0.0,0.0,0.0,0.0,2.0,5.0,11.0,4.0,36.0,0.0,0.0,3.0,0.129,0.2,0.5,0.5,0.188,0.103,0.0,0.0,0.0,0.05,0.0,0.333,0.0,0.0,0.0,0.167,0.167
1168,Vlatko Čančar,1628427,DEN vs. PHX,DEN,1610612743,PHX,1,0042000233,2021-06-11,L,0,0,1,0,0,,0,0,,0,0,,0,1,0,0,1,1,0.2,0.0,,,,150.0,150.0,66.7,100.0,83.3,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,68.57,85.71,0.0,2,71.43,0.5,240,39,95,0.411,14,41,0.341,10,16,0.625,18,28,46,21,4,3,14,21,102,98.04,97.92,97.8,104.0391676866585,1:24,3.2,0.08,0,1,1,2,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1169,Tobias Harris,202699,PHI @ ATL,PHI,1610612755,ATL,0,0042000203,2021-06-11,W,22,5,8,10,16,0.625,1,1,1.0,1,3,0.333,3,5,0,0,1,9,38.1,1.27,0.65625,F,,127.6,128.4,115.8,118.2,11.8,0.094,0.152,0.123,0.179,0.656,5.0,0.207,0.635,93.63,94.88,0.141,76,79.06,0.213,,,,,,,,,,,,,,,,,,,,,,,,38:27,3.9,2.72,5,11,16,82,1,1,63,6,10,0.6,4,6,0.667,4,4,1.0,3.0,3.0,2.0,16.0,8.0,16.0,6.0,48.0,0.0,4.0,1.0,0.263,0.246,0.143,0.071,0.071,0.125,0.333,0.25,0.276,0.238,0.111,0.0,0.0,0.0,0.19,0.05,0.227
1170,Tyrese Maxey,1630178,PHI @ ATL,PHI,1610612755,ATL,0,0042000203,2021-06-11,W,4,2,0,2,3,0.667,0,0,,0,0,,0,0,0,0,0,0,7.0,1.333,0.6666666666666666,,,130.8,133.2,130.8,149.1,0.0,0.0,0.0,0.0,0.5,0.667,0.0,0.2,0.667,101.82,109.57,0.17,13,91.31,0.218,,,,,,,,,,,,,,,,,,,,,,,,5:42,4.67,0.51,0,0,0,9,0,0,6,1,1,1.0,1,2,0.5,1,1,1.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,8.0,0.0,1.0,0.0,0.333,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.235
1171,Austin Rivers,203085,DEN vs. PHX,DEN,1610612743,PHX,1,0042000233,2021-06-11,L,5,0,0,2,5,0.4,1,4,0.25,0,0,,0,0,0,0,1,-18,4.0,1.0,0.5,G,,94.6,90.1,124.6,127.7,-29.9,0.0,0.0,0.0,0.0,0.5,0.0,0.088,0.5,102.74,101.45,-0.02,56,84.54,0.087,240,39,95,0.411,14,41,0.341,10,16,0.625,18,28,46,21,4,3,14,21,102,98.04,97.92,97.8,104.0391676866585,26:44,3.96,1.9,0,0,0,14,0,0,8,0,0,0.0,2,5,0.4,0,1,0.0,0.0,0.0,0.0,2.0,7.0,8.0,7.0,24.0,0.0,3.0,0.0,0.1,0.088,0.143,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.2,0.0,0.094
1172,George Hill,201588,PHI @ ATL,PHI,1610612755,ATL,0,0042000203,2021-06-11,W,3,2,1,1,3,0.333,1,1,1.0,0,2,0.0,1,0,0,1,2,2,8.2,0.773,0.5,,,128.6,139.3,121.4,124.1,7.1,0.077,0.0,0.04,0.167,0.5,1.0,0.182,0.387,95.24,100.17,0.0,28,83.48,0.195,,,,,,,,,,,,,,,,,,,,,,,,13:25,4.03,0.98,1,1,2,23,0,0,16,0,1,0.0,1,2,0.5,0,0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,20.0,0.0,0.0,2.0,0.077,0.13,0.333,0.111,0.0,0.182,0.2,0.0,0.071,0.333,0.667,0.0,0.5,0.0,0.0,0.286,0.083
1173,Chris Paul,101108,PHX @ DEN,PHX,1610612756,DEN,0,0042000233,2021-06-11,W,27,8,6,9,16,0.563,2,3,0.667,7,7,1.0,0,6,3,0,2,8,53.2,1.415,0.625,G,,116.2,116.3,105.4,103.4,10.8,0.0,0.128,0.076,0.364,0.625,4.0,0.263,0.708,96.86,96.0,0.243,74,80.0,0.273,240,43,81,0.531,12,26,0.462,18,20,0.9,4,34,38,26,10,2,12,13,116,97.8,97.92,98.04,118.60940695296524,37:00,3.57,2.34,0,11,11,86,2,1,58,2,6,0.333,7,10,0.7,1,1,1.0,4.0,0.0,3.0,2.0,4.0,19.0,2.0,34.0,0.0,0.0,6.0,0.29,0.254,0.25,0.167,0.438,0.389,0.0,0.231,0.207,0.421,0.333,0.375,0.0,0.0,0.0,0.316,0.314
1174,Danny Green,201980,PHI @ ATL,PHI,1610612755,ATL,0,0042000203,2021-06-11,W,0,0,1,0,0,,0,0,,0,0,,0,1,0,0,0,2,1.2,0.0,,F,,85.7,85.7,50.0,50.0,35.7,0.0,0.2,0.125,0.0,0.0,0.0,0.0,0.0,96.0,96.0,0.0,7,80.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,3:45,4.53,0.3,1,1,2,2,0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1175,Clint Capela,203991,ATL vs. PHI,ATL,1610612737,PHI,1,0042000203,2021-06-11,L,8,2,16,3,8,0.375,0,0,,2,4,0.5,6,10,2,1,0,-12,39.2,0.82,0.375,C,,105.6,105.7,123.2,119.9,-17.7,0.24,0.476,0.348,0.125,0.375,0.0,0.164,0.41,95.38,94.12,0.168,54,78.43,0.167,240,39,82,0.476,6,23,0.261,27,32,0.844,11,25,36,15,6,1,11,28,111,,,,,28:03,3.72,1.88,10,11,18,38,0,0,28,2,5,0.4,1,3,0.333,1,1,1.0,3.0,6.0,0.0,6.0,7.0,0.0,8.0,30.0,1.0,3.0,3.0,0.158,0.182,0.0,0.0,0.143,0.222,1.0,0.667,0.762,0.2,0.0,0.4,1.0,1.0,0.158,0.188,0.14
1176,Cameron Payne,1626166,PHX @ DEN,PHX,1610612756,DEN,0,0042000233,2021-06-11,W,9,3,1,4,7,0.571,1,2,0.5,0,0,,0,1,2,0,2,2,18.7,1.286,0.6428571428571429,,,97.4,103.5,100.0,98.2,-2.6,0.0,0.05,0.029,0.3,0.643,1.5,0.225,0.643,99.92,102.16,0.144,38,85.13,0.245,240,43,81,0.531,12,26,0.462,18,20,0.9,4,34,38,26,10,2,12,13,116,97.8,97.92,98.04,118.60940695296524,17:09,4.24,1.31,2,3,5,35,1,0,25,2,4,0.5,2,3,0.667,2,2,1.0,0.0,0.0,0.0,6.0,4.0,9.0,0.0,16.0,2.0,1.0,0.0,0.286,0.25,0.2,0.182,0.0,0.0,0.0,0.077,0.071,0.333,0.286,0.667,0.0,1.0,0.25,0.0,0.243
1177,Deandre Ayton,1629028,PHX @ DEN,PHX,1610612756,DEN,0,0042000233,2021-06-11,W,10,2,15,4,8,0.5,0,0,,2,2,1.0,3,12,0,0,0,18,31.0,1.126,0.5,C,,130.7,129.8,106.7,104.1,24.0,0.103,0.25,0.195,0.063,0.5,0.0,0.11,0.563,98.89,97.39,0.129,75,81.15,0.113,240,43,81,0.531,12,26,0.462,18,20,0.9,4,34,38,26,10,2,12,13,116,97.8,97.92,98.04,118.60940695296524,36:58,3.73,2.45,10,18,25,37,1,0,28,3,5,0.6,1,3,0.333,3,5,0.6,2.0,0.0,2.0,8.0,4.0,16.0,2.0,32.0,1.0,1.0,1.0,0.111,0.123,0.0,0.0,0.133,0.118,0.75,0.462,0.5,0.095,0.0,0.0,0.0,1.0,0.1,0.056,0.102
1178,Solomon Hill,203524,ATL vs. PHI,ATL,1610612737,PHI,1,0042000203,2021-06-11,L,1,0,1,0,2,0.0,0,1,0.0,1,2,0.5,0,1,0,0,1,-5,1.2,0.347,0.0,F,,92.9,97.6,110.7,112.2,-17.9,0.0,0.067,0.034,0.0,0.0,0.0,0.133,0.174,91.63,94.54,-0.114,28,78.78,0.14,240,39,82,0.476,6,23,0.261,27,32,0.844,11,25,36,15,6,1,11,28,111,,,,,14:13,4.15,1.06,0,3,3,9,0,0,5,0,1,0.0,0,1,0.0,1,2,0.5,1.0,0.0,0.0,0.0,2.0,4.0,0.0,14.0,0.0,3.0,1.0,0.0,0.083,0.0,0.125,0.25,0.333,0.0,0.111,0.091,0.0,0.5,0.0,0.0,0.0,0.429,0.25,0.038
1179,Danilo Gallinari,201568,ATL vs. PHI,ATL,1610612737,PHI,1,0042000203,2021-06-11,L,17,0,3,4,9,0.444,0,4,0.0,9,9,1.0,0,3,0,0,0,-7,20.6,1.312,0.4444444444444444,,,126.2,126.9,133.3,134.4,-7.1,0.0,0.107,0.055,0.0,0.444,0.0,0.188,0.656,99.85,100.5,0.104,61,83.75,0.192,240,39,82,0.476,6,23,0.261,27,32,0.844,11,25,36,15,6,1,11,28,111,,,,,29:37,3.82,2.07,2,3,4,37,0,0,23,2,3,0.667,2,6,0.333,3,3,1.0,0.0,0.0,0.0,4.0,6.0,14.0,11.0,42.0,1.0,2.0,5.0,0.148,0.167,0.0,0.308,0.474,0.409,0.0,0.167,0.12,0.0,0.0,0.0,0.0,0.25,0.105,0.294,0.221
1180,Frank Kaminsky,1626163,PHX @ DEN,PHX,1610612756,DEN,0,0042000233,2021-06-11,W,0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,-1,0.0,0.0,0.0,,,66.7,100.0,150.0,150.0,-83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,68.57,85.71,-0.143,3,71.43,0.5,240,43,81,0.531,12,26,0.462,18,20,0.9,4,34,38,26,10,2,12,13,116,97.8,97.92,98.04,118.60940695296524,1:24,3.8,0.1,0,0,0,4,0,0,3,0,0,0.0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1181,Bogdan Bogdanović,203992,ATL vs. PHI,ATL,1610612737,PHI,1,0042000203,2021-06-11,L,19,1,4,7,13,0.538,2,5,0.4,3,4,0.75,1,3,1,0,4,-3,24.3,1.287,0.6153846153846154,G,,123.1,121.0,125.3,126.4,-2.2,0.031,0.094,0.063,0.037,0.615,0.25,0.211,0.644,96.03,95.64,0.068,78,79.7,0.213,240,39,82,0.476,6,23,0.261,27,32,0.844,11,25,36,15,6,1,11,28,111,,,,,39:24,4.31,3.06,2,6,8,46,0,0,28,1,2,0.5,6,11,0.545,2,3,0.667,0.0,5.0,0.0,10.0,11.0,10.0,15.0,54.0,0.0,3.0,2.0,0.206,0.197,0.4,0.263,0.13,0.143,0.1,0.15,0.133,0.067,0.364,0.2,0.0,0.0,0.13,0.091,0.198
1182,Ben Simmons,1627732,PHI @ ATL,PHI,1610612755,ATL,0,0042000203,2021-06-11,W,18,7,4,7,11,0.636,0,0,,4,8,0.5,2,2,1,0,3,14,33.3,1.24,0.6363636363636364,G,,125.4,126.6,111.9,110.6,13.4,0.074,0.067,0.07,0.28,0.636,2.33,0.231,0.62,98.08,98.0,0.102,71,81.66,0.239,,,,,,,,,,,,,,,,,,,,,,,,33:48,3.99,2.43,5,3,8,100,0,1,79,5,8,0.625,2,3,0.667,0,0,0.0,3.0,0.0,7.0,14.0,10.0,16.0,4.0,38.0,0.0,5.0,6.0,0.219,0.2,0.0,0.0,0.222,0.286,0.4,0.118,0.182,0.333,0.375,0.125,0.0,0.0,0.278,0.286,0.202
1183,Tony Snell,203503,ATL vs. PHI,ATL,1610612737,PHI,1,0042000203,2021-06-11,L,0,0,1,0,1,0.0,0,0,,0,0,,0,1,0,0,0,-14,1.2,0.0,0.0,,,104.0,110.5,153.8,161.8,-49.8,0.0,0.143,0.053,0.0,0.0,0.0,0.036,0.0,97.74,103.33,-0.053,25,86.11,0.039,240,39,82,0.476,6,23,0.261,27,32,0.844,11,25,36,15,6,1,11,28,111,,,,,11:51,4.28,0.93,0,2,2,12,0,0,11,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,20.0,0.0,3.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.25,0.167,0.0,0.0,0.0,0.0,0.0,0.429,0.0,0.0
1184,Skylar Mays,1630219,ATL vs. PHI,ATL,1610612737,PHI,1,0042000203,2021-06-11,L,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0.0,0.0,,,,100.0,200.0,200.0,200.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.37,86.06,0.0,2,71.71,0.0,240,39,82,0.476,6,23,0.261,27,32,0.844,11,25,36,15,6,1,11,28,111,,,,,0:50,3.64,0.06,0,0,0,2,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,Cameron Johnson,1629661,PHX @ DEN,PHX,1610612756,DEN,0,0042000233,2021-06-11,W,3,3,1,1,1,1.0,1,1,1.0,0,0,,0,1,1,1,1,-1,13.7,3.0,1.5,,,100.0,106.1,102.2,109.6,-2.2,0.0,0.042,0.024,0.214,1.5,3.0,0.043,1.5,96.11,102.53,0.093,45,85.44,0.046,240,43,81,0.531,12,26,0.462,18,20,0.9,4,34,38,26,10,2,12,13,116,97.8,97.92,98.04,118.60940695296524,21:04,4.09,1.57,0,3,3,19,0,0,16,0,0,0.0,1,1,1.0,0,1,0.0,0.0,3.0,0.0,0.0,2.0,9.0,0.0,20.0,0.0,0.0,1.0,0.067,0.03,0.2,0.091,0.0,0.0,0.0,0.059,0.056,0.375,0.167,0.5,1.0,0.0,0.0,0.125,0.067
1186,Shake Milton,1629003,PHI @ ATL,PHI,1610612755,ATL,0,0042000203,2021-06-11,W,6,1,2,2,3,0.667,1,2,0.5,1,2,0.5,0,2,0,0,1,1,8.9,1.546,0.8333333333333334,,,135.0,136.0,129.3,135.3,5.7,0.0,0.118,0.053,0.056,0.833,1.0,0.104,0.773,90.06,92.48,0.045,40,77.07,0.107,,,,,,,,,,,,,,,,,,,,,,,,21:01,4.07,1.54,0,3,3,34,0,0,29,0,0,0.0,2,3,0.667,2,2,1.0,3.0,0.0,0.0,2.0,4.0,8.0,6.0,30.0,0.0,2.0,1.0,0.1,0.081,0.167,0.143,0.125,0.154,0.0,0.182,0.111,0.111,0.25,0.0,0.0,0.0,0.182,0.1,0.111
1187,Matisse Thybulle,1629680,PHI @ ATL,PHI,1610612755,ATL,0,0042000203,2021-06-11,W,7,0,1,3,4,0.75,1,2,0.5,0,0,,0,1,2,0,0,-1,14.2,1.75,0.875,,,122.9,125.1,118.9,118.8,3.9,0.0,0.063,0.032,0.0,0.875,0.0,0.103,0.875,102.36,103.22,0.045,35,86.01,0.104,,,,,,,,,,,,,,,,,,,,,,,,16:45,4.51,1.37,0,1,1,18,0,0,14,0,0,0.0,3,4,0.75,3,4,0.75,2.0,0.0,2.0,4.0,6.0,6.0,0.0,18.0,0.0,6.0,0.0,0.25,0.16,0.25,0.2,0.0,0.0,0.0,0.091,0.067,0.0,0.0,0.667,0.0,0.0,0.545,0.0,0.163
1188,Michael Porter Jr.,1629008,DEN vs. PHX,DEN,1610612743,PHX,1,0042000233,2021-06-11,L,15,1,5,5,13,0.385,4,7,0.571,1,2,0.5,2,3,2,0,3,-11,25.5,1.081,0.5384615384615384,F,,110.0,104.6,126.2,126.1,-16.2,0.049,0.143,0.081,0.048,0.538,0.33,0.224,0.54,99.88,97.37,0.056,60,81.14,0.221,240,39,95,0.411,14,41,0.341,10,16,0.625,18,28,46,21,4,3,14,21,102,98.04,97.92,97.8,104.0391676866585,29:49,4.25,2.23,7,6,13,38,0,0,20,2,6,0.333,3,7,0.429,1,1,1.0,0.0,0.0,0.0,0.0,15.0,8.0,10.0,30.0,1.0,3.0,2.0,0.192,0.203,0.364,0.233,0.333,0.286,0.143,0.188,0.167,0.071,0.3,0.667,0.0,1.0,0.176,0.25,0.227
1189,JaMychal Green,203210,DEN vs. PHX,DEN,1610612743,PHX,1,0042000233,2021-06-11,L,2,0,4,0,3,0.0,0,2,0.0,2,2,1.0,1,3,0,0,0,-9,6.8,0.515,0.0,,,89.2,91.5,110.5,114.3,-21.3,0.043,0.188,0.103,0.0,0.0,0.0,0.095,0.258,98.95,101.89,0.023,37,84.91,0.097,240,39,95,0.411,14,41,0.341,10,16,0.625,18,28,46,21,4,3,14,21,102,98.04,97.92,97.8,104.0391676866585,17:40,4.32,1.37,4,5,9,18,0,0,14,0,1,0.0,0,2,0.0,1,1,1.0,0.0,0.0,2.0,0.0,5.0,6.0,2.0,16.0,1.0,1.0,1.0,0.0,0.088,0.0,0.143,0.4,0.286,0.2,0.273,0.25,0.0,0.0,0.0,0.0,1.0,0.2,0.25,0.061
1190,Onyeka Okongwu,1630168,ATL vs. PHI,ATL,1610612737,PHI,1,0042000203,2021-06-11,L,2,0,2,1,4,0.25,0,0,,0,0,,0,2,0,0,0,-8,4.4,0.5,0.25,,,88.9,101.5,133.3,139.5,-44.4,0.0,0.25,0.118,0.0,0.25,0.0,0.211,0.25,89.35,97.59,0.0,18,81.33,0.239,240,39,82,0.476,6,23,0.261,27,32,0.844,11,25,36,15,6,1,11,28,111,,,,,8:51,4.19,0.67,5,3,7,14,0,0,9,1,3,0.333,0,1,0.0,1,1,1.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,16.0,2.0,1.0,0.0,0.167,0.267,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.125
1191,Devin Booker,1626164,PHX @ DEN,PHX,1610612756,DEN,0,0042000233,2021-06-11,W,28,4,6,11,23,0.478,2,7,0.286,4,4,1.0,1,5,1,0,4,19,40.2,1.131,0.5217391304347826,G,,128.9,127.5,108.6,106.0,20.3,0.034,0.098,0.075,0.138,0.522,1.0,0.319,0.565,99.06,97.31,0.114,83,81.09,0.33,240,43,81,0.531,12,26,0.462,18,20,0.9,4,34,38,26,10,2,12,13,116,97.8,97.92,98.04,118.60940695296524,40:27,4.13,2.98,2,7,9,59,0,1,26,6,9,0.667,5,14,0.357,1,1,1.0,7.0,6.0,4.0,12.0,4.0,14.0,2.0,34.0,0.0,3.0,5.0,0.275,0.333,0.182,0.318,0.25,0.222,0.25,0.172,0.182,0.174,0.364,0.125,0.0,0.0,0.231,0.278,0.262
1192,Shaquille Harrison,1627885,DEN vs. PHX,DEN,1610612743,PHX,1,0042000233,2021-06-11,L,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,3,0.0,0.0,,,,125.0,173.6,40.0,50.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.53,109.27,0.0,4,91.06,0.0,240,39,95,0.411,14,41,0.341,10,16,0.625,18,28,46,21,4,3,14,21,102,98.04,97.92,97.8,104.0391676866585,1:59,3.96,0.15,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,Bruno Fernando,1628981,ATL vs. PHI,ATL,1610612737,PHI,1,0042000203,2021-06-11,L,2,0,1,1,1,1.0,0,0,,0,0,,1,0,0,0,0,0,3.2,2.0,1.0,,,100.0,200.0,200.0,200.0,-100.0,1.0,0.0,1.0,0.0,1.0,0.0,0.333,1.0,57.37,86.06,0.556,2,71.71,0.5,240,39,82,0.476,6,23,0.261,27,32,0.844,11,25,36,15,6,1,11,28,111,,,,,0:50,3.55,0.06,1,0,1,3,0,0,2,1,1,1.0,0,0,0.0,0,0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1194,Lou Williams,101150,ATL vs. PHI,ATL,1610612737,PHI,1,0042000203,2021-06-11,L,8,3,1,3,7,0.429,0,0,,2,2,1.0,0,1,1,0,0,-6,16.7,1.015,0.42857142857142855,,,114.3,121.2,140.7,141.6,-26.5,0.0,0.077,0.042,0.375,0.429,0.0,0.276,0.508,96.31,99.5,0.161,28,82.91,0.292,240,39,82,0.476,6,23,0.261,27,32,0.844,11,25,36,15,6,1,11,28,111,,,,,13:16,4.1,0.98,0,2,2,28,0,0,20,0,0,0.0,3,7,0.429,0,0,0.0,0.0,0.0,2.0,4.0,3.0,11.0,2.0,22.0,0.0,0.0,1.0,0.273,0.318,0.0,0.0,0.2,0.2,0.0,0.143,0.125,1.0,0.0,1.0,0.0,0.0,0.0,0.167,0.25
1195,Dario Šarić,203967,PHX @ DEN,PHX,1610612756,DEN,0,0042000233,2021-06-11,W,7,2,4,2,3,0.667,0,1,0.0,3,3,1.0,0,4,0,0,0,-3,14.8,1.62,0.6666666666666666,,,76.2,78.7,100.0,99.0,-23.8,0.0,0.364,0.211,0.5,0.667,0.0,0.182,0.81,98.46,99.65,0.385,21,83.04,0.197,240,43,81,0.531,12,26,0.462,18,20,0.9,4,34,38,26,10,2,12,13,116,97.8,97.92,98.04,118.60940695296524,9:38,3.8,0.66,0,8,8,15,0,0,11,1,1,1.0,1,2,0.5,1,2,0.5,0.0,0.0,0.0,4.0,2.0,5.0,0.0,10.0,0.0,2.0,3.0,0.333,0.214,0.0,0.2,1.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.667,1.0,0.438
1196,Kevin Huerter,1628989,ATL vs. PHI,ATL,1610612737,PHI,1,0042000203,2021-06-11,L,3,1,0,1,6,0.167,1,5,0.2,0,0,,0,0,0,0,0,-12,4.5,0.5,0.25,,,110.2,110.8,134.7,135.9,-24.5,0.0,0.0,0.0,0.056,0.25,0.0,0.105,0.25,100.53,101.27,-0.05,49,84.39,0.108,240,39,82,0.476,6,23,0.261,27,32,0.844,11,25,36,15,6,1,11,28,111,,,,,23:14,4.18,1.77,0,0,0,30,0,1,23,0,0,0.0,1,6,0.167,2,2,1.0,0.0,3.0,0.0,0.0,5.0,12.0,11.0,38.0,0.0,4.0,0.0,0.053,0.14,0.333,0.5,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.286,0.0,0.056
