,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ID,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,USG_PCT_LAST_3,USG_PCT_LAST_5,USG_PCT_LAST_7,PTS_LAST_3,PTS_LAST_5,PTS_LAST_7,STD_PTS_LAST_3,STD_PTS_LAST_5,STD_PTS_LAST_7,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,GUARD,FORWARD,CENTER,TEAM_ATL,TEAM_BKN,TEAM_BOS,TEAM_DAL,TEAM_DEN,TEAM_LAC,TEAM_LAL,TEAM_MEM,TEAM_MIA,TEAM_MIL,TEAM_NYK,TEAM_PHI,TEAM_PHX,TEAM_POR,TEAM_UTA,TEAM_WAS,OPP_ATL,OPP_BKN,OPP_BOS,OPP_DAL,OPP_DEN,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_NYK,OPP_PHI,OPP_PHX,OPP_POR,OPP_UTA,OPP_WAS
1128,Kyrie Irving,202681,BKN @ MIL,1610612751,0,42000213,2021-06-10,L,45,22,1,5,9,22,0.409,2,8,0.25,2,2,1.0,0,5,3,0,0,2,-4,38.5,0.962,0.962,G,86.8,92.2,-5.4,0.0,0.086,0.044,0.043,0.0,0.232,0.481,100.68,96.64,0.121,80.53,"JUN 10, 2021",240,34,94,0.362,8,32,0.25,7,8,0.875,7,43,50,15,8,5,7,22,83,85.11074651353569,3.0,8.0,56.0,0.3777777777777777,1610612749,85.11074651353569,97.52,99.44,101.36,1,0.25,0.25,0.24,23.0,26.6,23.43,1.73,7.09,7.93,,25.67,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1268,Kyrie Irving,202681,BKN @ MIL,1610612751,0,42000214,2021-06-13,L,17,11,2,5,5,11,0.455,1,2,0.5,0,0,,0,5,1,1,2,1,-4,24.0,1.0,1.0,G,108.1,118.9,-10.8,0.0,0.263,0.143,0.2,1.0,0.333,0.5,104.98,102.71,0.117,85.59,"JUN 13, 2021",240,36,83,0.434,10,33,0.303,14,18,0.778,3,40,43,20,7,3,17,20,96,91.49828440716736,10.0,7.0,42.0,0.4431818181818182,1610612749,91.49828440716736,104.92,104.86,104.8,1,0.27,0.26,0.25,18.33,21.0,22.86,6.35,5.79,8.75,,22.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,Enes Freedom,202683,POR @ DEN,1610612757,0,42000161,2021-05-22,W,15,2,0,4,1,2,0.5,0,0,,0,0,,3,1,0,0,2,2,2,4.8,1.0,1.0,,146.4,134.5,11.9,0.231,0.091,0.167,0.0,0.0,0.121,0.5,93.7,90.9,-0.007,75.75,"MAY 22, 2021",240,43,91,0.473,19,40,0.475,18,19,0.947,10,29,39,29,3,2,6,14,123,128.98489932885906,3.0,7.0,48.0,0.5053763440860215,1610612743,128.98489932885906,95.36,94.44,93.52,0,0.12,0.12,0.12,2.0,2.0,2.0,,,,,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
174,Enes Freedom,202683,POR @ DEN,1610612757,0,42000162,2021-05-24,L,18,4,0,5,1,3,0.333,0,0,,2,2,1.0,1,4,0,1,1,2,-14,12.0,1.031,1.031,,97.3,142.9,-45.6,0.067,0.235,0.156,0.0,0.0,0.122,0.515,98.83,98.56,0.068,82.13,"MAY 24, 2021",240,35,73,0.479,16,33,0.485,23,28,0.821,10,30,40,15,3,7,21,27,109,113.16445182724252,12.0,3.0,35.0,0.5348837209302325,1610612743,113.16445182724252,96.32,98.76,101.2,0,0.12,0.12,0.12,3.0,3.0,3.0,1.41,1.41,1.41,,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
382,Enes Freedom,202683,POR vs. DEN,1610612757,1,42000163,2021-05-27,L,6,0,0,1,0,1,0.0,0,0,,0,0,,1,0,0,0,0,1,-15,1.2,0.0,0.0,,50.0,175.0,-125.0,0.111,0.0,0.071,0.0,0.0,0.067,0.0,93.72,98.83,-0.062,82.36,"MAY 27, 2021",240,45,100,0.45,14,45,0.311,11,13,0.846,14,31,45,20,6,4,7,24,115,116.49108589951378,4.0,4.0,45.0,0.4642857142857143,1610612743,116.49108589951378,98.71999999999998,97.8,96.88,0,0.1,0.1,0.1,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
535,Enes Freedom,202683,POR vs. DEN,1610612757,1,42000164,2021-05-29,W,3,0,0,1,0,0,,0,0,,0,0,,0,1,0,1,0,0,1,4.2,0.0,0.0,,71.4,57.1,14.3,0.0,0.167,0.1,0.0,0.0,0.0,0.0,106.81,101.31,0.231,84.42,"MAY 29, 2021",240,42,84,0.5,12,33,0.364,19,25,0.76,4,40,44,24,6,7,6,21,115,118.55670103092784,5.0,5.0,47.0,0.3404255319148936,1610612743,118.55670103092784,97.0,96.84,96.68,0,0.06,0.08,0.08,1.33,1.5,1.5,2.31,1.91,1.91,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
750,Enes Freedom,202683,POR @ DEN,1610612757,0,42000165,2021-06-01,L,14,4,0,2,2,2,1.0,0,0,,0,0,,1,1,0,0,0,4,-8,6.4,2.0,2.0,,136.0,161.5,-25.5,0.063,0.083,0.071,0.0,0.0,0.065,1.0,88.57,85.36,0.022,71.13,"JUN 01, 2021",290,47,103,0.456,21,48,0.438,25,29,0.862,10,35,45,25,6,6,14,31,140,116.9004676018704,5.0,5.0,52.0,0.4807692307692308,1610612743,116.9004676018704,119.76,117.92,116.08,0,0.04,0.08,0.08,1.33,2.0,2.0,2.31,2.0,2.0,,3.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,Tristan Thompson,202684,BOS @ BKN,1610612738,0,42000111,2021-05-22,L,25,4,2,10,2,4,0.5,0,0,,0,1,0.0,5,5,2,1,1,0,-16,27.0,0.901,0.901,C,95.9,131.3,-35.3,0.167,0.313,0.217,0.133,2.0,0.085,0.45,96.45,93.74,0.121,78.12,"MAY 22, 2021",240,31,84,0.369,11,30,0.367,20,26,0.769,11,29,40,19,6,12,12,18,93,96.43301534632931,7.0,7.0,50.0,0.4166666666666667,1610612751,96.43301534632931,96.44,95.09999999999998,93.76,1,0.08,0.08,0.08,4.0,4.0,4.0,,,,,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Tristan Thompson,202684,BOS @ BKN,1610612738,0,42000112,2021-05-25,L,25,15,0,11,7,9,0.778,0,0,,1,2,0.5,8,3,0,1,2,3,-23,29.2,1.518,1.518,C,90.4,134.6,-44.2,0.242,0.167,0.216,0.0,0.0,0.188,0.759,101.46,101.46,0.134,84.55,"MAY 25, 2021",240,39,92,0.424,12,34,0.353,18,23,0.783,15,28,43,23,10,4,15,20,108,105.75793184488836,7.0,7.0,46.0,0.5227272727272727,1610612751,105.75793184488836,102.12,100.90000000000002,99.68,1,0.14,0.14,0.14,9.5,9.5,9.5,7.78,7.78,7.78,,9.5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,Tristan Thompson,202684,BOS vs. BKN,1610612738,1,42000113,2021-05-28,W,30,19,1,13,8,13,0.615,0,0,,3,4,0.75,9,4,0,0,2,2,-16,34.1,1.287,1.287,C,113.8,136.7,-22.9,0.273,0.16,0.224,0.063,0.5,0.233,0.644,94.88,92.99,0.171,77.49,"MAY 28, 2021",240,45,89,0.506,16,39,0.41,19,23,0.826,13,33,46,21,5,3,13,25,125,126.1097659402744,8.0,3.0,37.0,0.4523809523809524,1610612751,126.1097659402744,99.12,97.88,96.64,1,0.17,0.17,0.17,12.67,12.67,12.67,7.77,7.77,7.77,19.0,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,Tristan Thompson,202684,BOS vs. BKN,1610612738,1,42000114,2021-05-30,L,23,5,1,6,2,4,0.5,0,0,,1,2,0.5,3,3,2,0,0,4,-15,19.7,1.025,1.025,C,127.7,156.3,-28.6,0.115,0.176,0.14,0.067,0.0,0.089,0.512,104.83,101.33,0.044,84.44,"MAY 30, 2021",240,37,84,0.44,14,40,0.35,38,42,0.905,11,23,34,24,8,4,10,21,126,124.16239653133624,8.0,9.0,36.0,0.5783132530120482,1610612751,124.16239653133624,101.48,98.84,96.2,1,0.17,0.15,0.15,13.0,10.75,10.75,7.21,7.41,7.41,12.0,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,Tristan Thompson,202684,BOS @ BKN,1610612738,0,42000115,2021-06-01,L,30,9,1,9,1,4,0.25,0,0,,7,8,0.875,4,5,0,4,0,3,-17,33.3,1.197,1.197,C,113.8,145.6,-31.8,0.118,0.238,0.164,0.042,0.0,0.111,0.598,96.54,92.51,0.092,77.09,"JUN 01, 2021",240,40,92,0.435,11,40,0.275,18,23,0.783,13,31,44,18,3,12,11,21,109,108.86935677187375,6.0,7.0,39.0,0.5119047619047619,1610612751,108.86935677187375,100.12,98.06,96.0,1,0.14,0.14,0.14,11.0,10.4,10.4,7.21,6.47,6.47,,9.33,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Jonas Valančiūnas,202685,MEM @ UTA,1610612763,0,42000141,2021-05-23,W,39,15,3,12,7,14,0.5,0,0,,1,2,0.5,6,6,0,1,2,5,15,34.9,1.008,1.008,C,123.8,103.7,20.0,0.128,0.158,0.141,0.091,1.5,0.179,0.504,100.1,98.2,0.084,81.83,"MAY 23, 2021",240,45,100,0.45,7,20,0.35,15,21,0.714,16,26,42,18,12,5,9,23,112,109.54616588419404,3.0,11.0,50.0,0.419753086419753,1610612762,109.54616588419404,102.24,99.88,97.52,1,0.18,0.18,0.18,15.0,15.0,15.0,,,,,15.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
325,Jonas Valančiūnas,202685,MEM @ UTA,1610612763,0,42000142,2021-05-26,L,30,18,3,6,7,12,0.583,0,1,0.0,4,4,1.0,3,3,0,1,2,4,5,30.7,1.308,1.308,C,140.7,132.2,8.5,0.13,0.111,0.12,0.13,1.5,0.235,0.654,99.26,95.95,0.107,79.95,"MAY 26, 2021",240,46,85,0.541,8,23,0.348,29,38,0.763,9,24,33,20,6,4,11,25,129,124.3733127651369,2.0,4.0,42.0,0.5444444444444444,1610612762,124.3733127651369,103.71999999999998,103.68,103.64,1,0.21,0.21,0.21,16.5,16.5,16.5,2.12,2.12,2.12,,16.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
569,Jonas Valančiūnas,202685,MEM vs. UTA,1610612763,1,42000143,2021-05-29,L,35,10,5,13,5,9,0.556,0,2,0.0,0,0,,6,7,0,0,0,3,-22,33.1,1.111,1.111,C,111.3,138.4,-27.1,0.143,0.212,0.173,0.192,0.0,0.107,0.556,101.54,99.12,0.109,82.6,"MAY 29, 2021",240,43,100,0.43,13,41,0.317,12,14,0.857,16,34,50,23,7,1,9,22,111,111.9402985074627,4.0,7.0,43.0,0.4938271604938271,1610612762,111.9402985074627,99.16,99.02,98.88,1,0.17,0.17,0.17,14.33,14.33,14.33,4.04,4.04,4.04,10.0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
695,Jonas Valančiūnas,202685,MEM vs. UTA,1610612763,1,42000144,2021-05-31,L,35,14,1,12,6,10,0.6,0,1,0.0,2,2,1.0,3,9,1,1,2,2,-1,33.9,1.287,1.287,C,126.1,127.5,-1.4,0.1,0.273,0.19,0.036,0.5,0.171,0.643,98.66,95.91,0.108,79.92,"MAY 31, 2021",240,43,92,0.467,10,35,0.286,17,20,0.85,7,35,42,26,8,4,9,21,113,109.92217898832686,7.0,4.0,42.0,0.4588235294117647,1610612762,109.92217898832686,102.8,102.06,101.32,1,0.17,0.17,0.17,14.0,14.25,14.25,4.0,3.3,3.3,12.0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
839,Jonas Valančiūnas,202685,MEM @ UTA,1610612763,0,42000145,2021-06-02,L,27,18,1,6,8,13,0.615,2,4,0.5,0,0,,2,4,2,0,4,4,-26,28.7,1.385,1.385,C,90.6,135.5,-44.9,0.063,0.174,0.109,0.067,0.25,0.239,0.692,109.17,110.5,0.093,92.08,"JUN 02, 2021",240,44,95,0.463,14,39,0.359,8,9,0.889,8,31,39,23,7,6,14,12,110,104.80182926829268,10.0,5.0,51.0,0.5157894736842106,1610612762,104.80182926829268,104.96,104.12,103.28000000000002,1,0.17,0.19,0.19,14.0,15.0,15.0,4.0,3.32,3.32,,17.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57,Kemba Walker,202689,BOS @ BKN,1610612738,0,42000111,2021-05-22,L,27,15,2,1,5,16,0.313,3,7,0.429,2,2,1.0,0,1,0,0,3,4,-21,16.2,0.889,0.889,G,84.6,122.6,-38.0,0.0,0.036,0.017,0.2,0.67,0.345,0.444,98.4,93.85,0.0,78.21,"MAY 22, 2021",240,31,84,0.369,11,30,0.367,20,26,0.769,11,29,40,19,6,12,12,18,93,96.43301534632931,7.0,7.0,50.0,0.4166666666666667,1610612751,96.43301534632931,96.44,95.09999999999998,93.76,1,0.34,0.34,0.34,15.0,15.0,15.0,,,,,15.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Kemba Walker,202689,BOS @ BKN,1610612738,0,42000112,2021-05-25,L,30,17,7,3,5,11,0.455,0,3,0.0,7,8,0.875,0,3,0,0,0,1,-18,31.1,1.171,1.171,G,120.0,150.0,-30.0,0.0,0.15,0.055,0.304,0.0,0.184,0.585,103.16,101.62,0.112,84.68,"MAY 25, 2021",240,39,92,0.424,12,34,0.353,18,23,0.783,15,28,43,23,10,4,15,20,108,105.75793184488836,7.0,7.0,46.0,0.5227272727272727,1610612751,105.75793184488836,102.12,100.90000000000002,99.68,1,0.26,0.26,0.26,16.0,16.0,16.0,1.41,1.41,1.41,,16.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Kemba Walker,202689,BOS vs. BKN,1610612738,1,42000113,2021-05-28,W,34,6,3,8,3,14,0.214,0,7,0.0,0,0,,0,8,1,0,5,5,-15,18.1,0.429,0.429,G,110.0,131.4,-21.4,0.0,0.25,0.119,0.115,0.6,0.232,0.214,102.64,100.15,-0.023,83.46,"MAY 28, 2021",240,45,89,0.506,16,39,0.41,19,23,0.826,13,33,46,21,5,3,13,25,125,126.1097659402744,8.0,3.0,37.0,0.4523809523809524,1610612751,126.1097659402744,99.12,97.88,96.64,1,0.25,0.25,0.25,12.67,12.67,12.67,5.86,5.86,5.86,6.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Alec Burks,202692,NYK vs. ATL,1610612752,1,42000131,2021-05-23,L,26,27,4,3,9,13,0.692,3,5,0.6,6,8,0.75,1,2,0,0,1,2,8,35.6,1.634,1.634,,141.2,128.0,13.2,0.036,0.087,0.059,0.211,4.0,0.258,0.817,96.79,92.99,0.2,77.49,"MAY 23, 2021",240,42,94,0.447,10,30,0.333,11,15,0.733,13,36,49,21,3,4,11,16,105,106.49087221095334,6.0,7.0,42.0,0.4666666666666667,1610612737,106.49087221095334,98.59999999999998,96.44,94.28000000000002,0,0.26,0.26,0.26,27.0,27.0,27.0,,,,27.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Alec Burks,202692,NYK vs. ATL,1610612752,1,42000132,2021-05-26,W,30,11,2,8,4,13,0.308,1,5,0.2,2,4,0.5,3,5,0,0,1,3,4,22.6,0.745,0.745,,95.2,88.7,6.5,0.079,0.143,0.11,0.111,2.0,0.213,0.373,99.67,99.87,0.057,83.22,"MAY 26, 2021",240,36,94,0.383,12,33,0.364,17,23,0.739,13,41,54,15,8,2,10,20,101,99.88132911392404,5.0,12.0,41.0,0.369047619047619,1610612737,99.88132911392404,101.12,100.90000000000002,100.68,0,0.24,0.24,0.24,19.0,19.0,19.0,11.31,11.31,11.31,19.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Alec Burks,202692,NYK @ ATL,1610612752,0,42000133,2021-05-28,L,23,8,2,2,2,8,0.25,1,5,0.2,3,3,1.0,0,2,0,0,2,0,3,11.4,0.858,0.858,,96.0,91.8,4.2,0.0,0.091,0.042,0.182,1.0,0.196,0.429,100.46,104.21,0.062,86.84,"MAY 28, 2021",240,29,81,0.358,9,30,0.3,27,30,0.9,13,32,45,14,6,2,11,21,94,101.9522776572668,2.0,5.0,42.0,0.5185185185185185,1610612737,101.9522776572668,92.2,91.86,91.52,0,0.22,0.22,0.22,15.33,15.33,15.33,10.21,10.21,10.21,,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,Alec Burks,202692,NYK @ ATL,1610612752,0,42000134,2021-05-30,L,25,12,1,6,4,12,0.333,2,6,0.333,2,2,1.0,0,6,1,0,0,4,-10,23.7,0.932,0.932,,110.4,134.0,-23.6,0.0,0.273,0.14,0.077,0.0,0.26,0.466,89.13,90.12,0.076,75.1,"MAY 30, 2021",240,34,81,0.42,9,29,0.31,19,23,0.826,6,33,39,24,7,2,9,20,96,101.9974500637484,4.0,2.0,48.0,0.4390243902439024,1610612737,101.9974500637484,94.12,94.71999999999998,95.32,0,0.22,0.23,0.23,10.33,14.5,14.5,2.08,8.5,8.5,,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,Alec Burks,202692,NYK vs. ATL,1610612752,1,42000135,2021-06-02,L,24,12,4,6,5,10,0.5,1,3,0.333,1,2,0.5,1,5,0,0,0,2,4,25.2,1.103,1.103,,113.6,102.2,11.4,0.043,0.192,0.122,0.333,0.0,0.212,0.551,88.74,88.94,0.18,74.12,"JUN 02, 2021",240,31,82,0.378,12,30,0.4,15,18,0.833,14,31,45,19,5,4,16,22,89,96.82332463011312,7.0,8.0,48.0,0.425287356321839,1610612737,96.82332463011312,91.92,93.68,95.44,0,0.22,0.23,0.23,10.67,14.0,14.0,2.31,7.45,7.45,16.67,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Markieff Morris,202693,LAL @ PHX,1610612747,0,42000152,2021-05-25,W,4,0,1,1,0,1,0.0,0,0,,0,0,,1,0,0,0,1,1,2,1.7,0.0,0.0,,133.3,125.0,8.3,0.167,0.0,0.125,0.25,1.0,0.154,0.0,108.67,102.86,-0.111,85.71,"MAY 25, 2021",240,36,80,0.45,10,33,0.303,27,31,0.871,8,31,39,24,9,6,7,23,109,117.65975820379964,4.0,3.0,31.0,0.4647887323943662,1610612756,117.65975820379964,92.64,92.92,93.2,0,0.15,0.15,0.15,0.0,0.0,0.0,,,,,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
571,Markieff Morris,202693,LAL vs. PHX,1610612747,1,42000154,2021-05-30,L,8,3,0,1,0,2,0.0,0,0,,3,4,0.75,1,0,0,0,0,0,-2,4.2,0.798,0.798,,64.7,76.5,-11.8,0.091,0.0,0.053,0.0,0.0,0.2,0.399,95.72,101.58,0.05,84.65,"MAY 30, 2021",240,32,81,0.395,13,40,0.325,15,21,0.714,9,41,50,19,3,5,15,18,92,95.59434746467166,12.0,4.0,49.0,0.4352941176470588,1610612756,95.59434746467166,96.24,95.74,95.24,0,0.18,0.18,0.18,1.5,1.5,1.5,2.12,2.12,2.12,3.0,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
723,Markieff Morris,202693,LAL @ PHX,1610612747,0,42000155,2021-06-01,L,10,4,1,1,1,2,0.5,1,1,1.0,1,2,0.5,1,0,0,1,1,1,-13,8.7,1.389,1.389,F,78.9,147.4,-68.4,0.083,0.0,0.048,0.25,1.0,0.174,0.694,92.09,88.54,0.059,73.79,"JUN 01, 2021",240,29,84,0.345,12,35,0.343,15,21,0.714,10,41,51,14,3,1,16,25,85,85.6509471987102,7.0,4.0,47.0,0.4574468085106383,1610612756,85.6509471987102,99.24,101.74,104.24,1,0.18,0.18,0.18,2.33,2.33,2.33,2.08,2.08,2.08,,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
893,Markieff Morris,202693,LAL vs. PHX,1610612747,1,42000156,2021-06-03,L,16,2,1,1,1,4,0.25,0,3,0.0,0,0,,1,0,0,0,0,4,-8,4.7,0.5,0.5,,96.6,128.6,-32.0,0.056,0.0,0.033,0.111,0.0,0.114,0.25,91.3,87.32,-0.077,72.77,"JUN 03, 2021",240,38,91,0.418,10,35,0.286,14,16,0.875,11,24,35,21,5,3,7,20,100,106.33772862611654,5.0,9.0,42.0,0.5068493150684932,1610612756,106.33772862611654,94.04,90.36,86.68,0,0.16,0.16,0.16,3.0,2.25,2.25,1.0,1.71,1.71,2.5,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,Marcus Morris Sr.,202694,LAC vs. DAL,1610612746,1,42000171,2021-05-22,L,33,4,1,2,2,8,0.25,0,6,0.0,0,2,0.0,1,1,0,2,0,2,-23,13.9,0.45,0.45,F,95.1,135.0,-39.9,0.025,0.042,0.031,0.05,0.0,0.125,0.225,90.19,88.98,-0.022,74.15,"MAY 22, 2021",240,37,84,0.44,11,40,0.275,18,24,0.75,13,26,39,22,7,7,5,21,103,118.99260628465804,2.0,3.0,42.0,0.5,1610612742,118.99260628465804,86.56,88.0,89.44,1,0.12,0.12,0.12,4.0,4.0,4.0,,,,4.0,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
260,Marcus Morris Sr.,202694,LAC vs. DAL,1610612746,1,42000172,2021-05-25,L,25,9,0,2,3,9,0.333,2,5,0.4,1,2,0.5,2,0,0,0,2,6,-12,9.4,0.911,0.911,F,114.0,138.0,-24.0,0.1,0.0,0.051,0.0,0.0,0.226,0.455,99.2,96.84,-0.048,80.7,"MAY 25, 2021",240,45,84,0.536,13,33,0.394,18,20,0.9,9,30,39,23,7,3,13,22,121,125.0,8.0,4.0,34.0,0.5853658536585366,1610612742,125.0,96.8,98.18,99.56,1,0.18,0.18,0.18,6.5,6.5,6.5,3.54,3.54,3.54,6.5,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
437,Marcus Morris Sr.,202694,LAC @ DAL,1610612746,0,42000173,2021-05-28,W,34,15,1,1,6,9,0.667,3,5,0.6,0,0,,0,1,1,0,1,6,-3,19.7,1.667,1.667,F,127.0,131.7,-4.8,0.0,0.027,0.018,0.042,1.0,0.154,0.833,92.63,90.09,0.056,75.07,"MAY 28, 2021",240,44,76,0.579,13,31,0.419,17,18,0.944,7,32,39,24,4,4,9,21,118,137.33705772811916,4.0,2.0,33.0,0.4418604651162791,1610612742,137.33705772811916,85.92,87.42,88.92,1,0.17,0.17,0.17,9.33,9.33,9.33,5.51,5.51,5.51,,15.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
609,Marcus Morris Sr.,202694,LAC @ DAL,1610612746,0,42000174,2021-05-30,W,29,9,2,8,3,5,0.6,1,2,0.5,2,2,1.0,0,8,0,0,0,3,7,21.6,1.531,1.531,F,103.6,86.4,17.1,0.0,0.235,0.125,0.133,0.0,0.098,0.765,93.13,93.88,0.174,78.23,"MAY 30, 2021",240,37,77,0.481,13,33,0.394,19,25,0.76,9,44,53,16,7,6,11,25,106,117.7777777777778,3.0,1.0,41.0,0.348314606741573,1610612742,117.7777777777778,90.0,93.34,96.68,1,0.16,0.15,0.15,11.0,9.25,9.25,3.46,4.5,4.5,,12.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
838,Marcus Morris Sr.,202694,LAC vs. DAL,1610612746,1,42000175,2021-06-02,L,42,16,3,7,5,13,0.385,4,8,0.5,2,2,1.0,1,6,2,1,0,4,-12,37.9,1.153,1.153,F,106.1,122.2,-16.1,0.021,0.136,0.077,0.13,0.0,0.146,0.576,94.99,92.81,0.096,77.34,"JUN 02, 2021",240,33,80,0.413,14,38,0.368,20,25,0.8,10,37,47,25,5,10,12,20,100,107.5268817204301,9.0,2.0,45.0,0.4157303370786517,1610612742,107.5268817204301,93.0,93.68,94.36,1,0.13,0.15,0.15,13.33,10.6,10.6,3.79,4.93,4.93,9.67,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
