,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ID,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,USG_PCT_LAST_3,USG_PCT_LAST_5,USG_PCT_LAST_7,PTS_LAST_3,PTS_LAST_5,PTS_LAST_7,STD_PTS_LAST_3,STD_PTS_LAST_5,STD_PTS_LAST_7,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,GUARD,FORWARD,CENTER,TEAM_ATL,TEAM_BKN,TEAM_BOS,TEAM_CHI,TEAM_DAL,TEAM_DEN,TEAM_GSW,TEAM_MEM,TEAM_MIA,TEAM_MIL,TEAM_MIN,TEAM_NOP,TEAM_PHI,TEAM_PHX,TEAM_TOR,TEAM_UTA,OPP_ATL,OPP_BKN,OPP_BOS,OPP_CHI,OPP_DAL,OPP_DEN,OPP_GSW,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_PHI,OPP_PHX,OPP_TOR,OPP_UTA
1049,Tobias Harris,202699,PHI @ MIA,1610612755,0,42100202,2022-05-04,L,38,21,4,4,9,17,0.529,2,5,0.4,1,1,1.0,0,4,4,0,0,4,-11,43.8,1.204,1.204,F,110.5,128.4,-17.9,0.0,0.121,0.055,0.174,0.0,0.205,0.602,96.78,93.9,0.135,78.25,"MAY 04, 2022",240,38,84,0.452,8,30,0.267,19,22,0.864,5,29,34,17,10,4,8,25,103,106.53702937525856,5.0,3.0,44.0,0.5128205128205128,1610612748,106.53702937525856,96.68,97.16,97.64,1,0.23,0.21,0.2,22.33,19.6,18.43,4.16,4.77,5.09,,18.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1112,Tobias Harris,202699,PHI vs. MIA,1610612755,1,42100203,2022-05-06,W,39,9,8,10,4,13,0.308,1,5,0.2,0,0,,3,7,2,0,2,6,11,37.0,0.692,0.692,F,106.8,93.2,13.6,0.094,0.167,0.135,0.381,4.0,0.181,0.346,89.75,90.81,0.093,75.68,"MAY 06, 2022",240,32,67,0.478,16,33,0.485,19,22,0.864,8,35,43,22,7,3,18,24,99,114.21319796954316,11.0,1.0,36.0,0.3506493506493506,1610612748,114.21319796954316,86.68,87.62,88.56,1,0.22,0.21,0.2,19.0,18.4,16.86,9.17,6.62,6.12,17.75,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1220,Tobias Harris,202699,PHI vs. MIA,1610612755,1,42100204,2022-05-08,W,35,13,4,3,6,10,0.6,1,4,0.25,0,0,,0,3,2,0,2,5,4,26.6,1.3,1.3,F,124.6,117.1,7.5,0.0,0.103,0.055,0.182,2.0,0.162,0.65,96.86,94.71,0.077,78.92,"MAY 08, 2022",240,37,68,0.544,16,33,0.485,26,34,0.765,4,28,32,25,5,2,16,24,116,122.15669755686604,9.0,5.0,33.0,0.4634146341463415,1610612748,122.15669755686604,94.96,98.64,102.32,1,0.18,0.21,0.2,14.33,17.8,17.14,6.11,7.01,5.84,16.8,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1286,Tobias Harris,202699,PHI @ MIA,1610612755,0,42100205,2022-05-10,L,33,12,0,3,5,14,0.357,2,4,0.5,0,0,,0,3,0,0,0,2,-27,15.6,0.857,0.857,F,85.5,125.0,-39.5,0.0,0.12,0.05,0.0,0.0,0.206,0.429,95.63,92.43,0.034,77.02,"MAY 10, 2022",240,31,85,0.365,9,32,0.281,14,15,0.933,10,26,36,14,8,2,15,19,85,87.99171842650104,8.0,4.0,46.0,0.5357142857142857,1610612748,87.99171842650104,96.59999999999998,96.86,97.12,1,0.18,0.21,0.2,11.33,16.4,16.71,2.08,7.4,6.13,,17.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1394,Tobias Harris,202699,PHI vs. MIA,1610612755,1,42100206,2022-05-12,L,38,14,1,8,6,13,0.462,2,5,0.4,0,0,,1,7,1,2,1,0,-17,33.1,1.077,1.077,F,91.8,116.7,-24.9,0.022,0.2,0.1,0.048,1.0,0.165,0.538,96.83,90.74,0.121,75.62,"MAY 12, 2022",240,36,87,0.414,12,37,0.324,6,7,0.857,6,29,35,21,8,6,13,16,90,92.7070457354759,7.0,6.0,49.0,0.4827586206896552,1610612748,92.7070457354759,97.08,93.96,90.84,1,0.18,0.18,0.2,13.0,13.8,16.43,1.0,4.44,6.21,16.33,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
93,Jimmy Butler III,202710,MIA vs. ATL,1610612748,1,42100101,2022-04-17,W,33,21,4,6,9,15,0.6,1,2,0.5,2,7,0.286,1,5,3,0,3,2,27,40.2,1.162,1.162,F,129.7,86.2,43.5,0.036,0.132,0.091,0.19,1.33,0.278,0.581,94.07,92.98,0.143,77.48,"APR 17, 2022",240,43,82,0.524,18,38,0.474,11,18,0.611,4,36,40,35,12,3,15,22,115,113.95164486722156,8.0,2.0,38.0,0.3866666666666666,1610612737,113.95164486722156,100.92,98.90000000000002,96.88,1,0.28,0.28,0.28,21.0,21.0,21.0,,,,21.0,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Jimmy Butler III,202710,MIA vs. ATL,1610612748,1,42100102,2022-04-19,W,39,45,5,5,15,25,0.6,4,7,0.571,11,12,0.917,0,5,2,0,0,0,19,64.5,1.486,1.486,F,120.5,97.6,22.9,0.0,0.128,0.072,0.278,0.0,0.341,0.743,104.21,102.11,0.313,85.1,"APR 19, 2022",240,38,79,0.481,14,36,0.389,25,29,0.862,4,30,34,21,9,6,14,24,115,113.01100628930818,6.0,2.0,40.0,0.4712643678160919,1610612737,113.01100628930818,101.76,103.46,105.16,1,0.31,0.31,0.31,33.0,33.0,33.0,16.97,16.97,16.97,33.0,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Jimmy Butler III,202710,MIA @ ATL,1610612748,0,42100103,2022-04-22,L,41,20,8,10,8,20,0.4,1,5,0.2,3,3,1.0,4,6,2,1,2,0,-1,51.0,0.938,0.938,F,112.7,113.9,-1.3,0.087,0.167,0.122,0.308,4.0,0.224,0.469,98.84,93.4,0.164,77.83,"APR 22, 2022",240,41,93,0.441,14,45,0.311,14,17,0.824,11,34,45,30,6,3,14,23,110,106.30073444143795,5.0,3.0,36.0,0.5125,1610612737,106.30073444143795,103.48,99.36,95.24,1,0.28,0.28,0.28,28.67,28.67,28.67,14.15,14.15,14.15,,20.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,Jimmy Butler III,202710,MIA @ ATL,1610612748,0,42100104,2022-04-24,W,36,36,4,10,12,21,0.571,1,2,0.5,11,12,0.917,3,7,4,1,0,1,14,69.0,1.37,1.37,F,121.2,98.5,22.7,0.07,0.219,0.133,0.235,0.0,0.313,0.685,87.34,87.5,0.387,72.92,"APR 24, 2022",240,40,92,0.435,13,42,0.31,17,21,0.81,15,33,48,22,8,1,6,23,110,119.25411968777104,2.0,3.0,41.0,0.4,1610612737,119.25411968777104,92.24,90.02,87.8,1,0.29,0.29,0.29,33.67,30.5,30.5,12.66,12.12,12.12,,28.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,Jimmy Butler III,202710,MIA vs. PHI,1610612748,1,42100201,2022-05-02,W,30,15,3,9,5,16,0.313,1,4,0.25,4,4,1.0,2,7,2,0,2,1,2,34.3,0.845,0.845,F,106.7,103.3,3.3,0.053,0.304,0.148,0.167,1.5,0.267,0.422,96.97,94.95,0.153,79.12,"MAY 02, 2022",240,40,92,0.435,9,36,0.25,17,18,0.944,15,32,47,21,5,2,11,18,106,110.50875729774812,4.0,6.0,37.0,0.430379746835443,1610612755,110.50875729774812,95.92,94.36,92.8,1,0.27,0.28,0.28,23.67,27.4,27.4,10.97,12.58,12.58,27.0,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1080,Jimmy Butler III,202710,MIA vs. PHI,1610612748,1,42100202,2022-05-04,W,37,22,12,6,8,15,0.533,1,3,0.333,5,7,0.714,3,3,2,0,2,2,11,51.2,1.217,1.217,F,128.0,111.8,16.2,0.091,0.081,0.086,0.48,6.0,0.235,0.608,99.66,97.14,0.17,80.95,"MAY 04, 2022",240,40,78,0.513,14,29,0.483,25,31,0.806,8,36,44,25,5,3,14,22,119,121.87628021302746,10.0,4.0,34.0,0.4523809523809524,1610612755,121.87628021302746,97.64,97.16,96.68,1,0.27,0.28,0.28,24.33,27.6,26.5,10.69,12.46,11.47,25.75,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1093,Jimmy Butler III,202710,MIA @ PHI,1610612748,0,42100203,2022-05-06,L,38,33,2,10,12,22,0.545,1,5,0.2,8,10,0.8,3,7,2,0,3,2,-4,51.0,1.25,1.25,F,100.0,104.2,-4.2,0.075,0.226,0.141,0.167,0.67,0.354,0.625,89.74,89.79,0.264,74.83,"MAY 06, 2022",240,27,77,0.351,7,30,0.233,18,24,0.75,11,25,36,14,11,1,12,22,79,89.20505871725383,7.0,3.0,43.0,0.4776119402985074,1610612755,89.20505871725383,88.56,87.62,86.68,1,0.29,0.28,0.29,23.33,25.2,27.43,9.07,8.93,10.75,,29.67,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1198,Jimmy Butler III,202710,MIA @ PHI,1610612748,0,42100204,2022-05-08,L,42,40,6,3,13,20,0.65,2,6,0.333,12,13,0.923,0,3,2,2,1,1,-2,63.6,1.555,1.555,F,116.1,119.8,-3.7,0.0,0.103,0.045,0.273,6.0,0.277,0.778,100.84,99.32,0.243,82.77,"MAY 08, 2022",240,38,82,0.463,7,35,0.2,25,28,0.893,5,28,33,24,9,5,13,26,108,105.5512118842846,5.0,2.0,32.0,0.5441176470588235,1610612755,105.5512118842846,102.32,98.64,94.96,1,0.29,0.29,0.29,31.67,29.2,30.14,9.07,10.38,11.25,,32.25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1298,Jimmy Butler III,202710,MIA vs. PHI,1610612748,1,42100205,2022-05-10,W,35,23,6,9,9,15,0.6,2,4,0.5,3,4,0.75,3,6,1,0,2,2,36,43.8,1.372,1.372,F,138.8,87.7,51.1,0.1,0.171,0.138,0.222,3.0,0.228,0.686,96.14,91.59,0.2,76.33,"MAY 10, 2022",240,45,84,0.536,13,33,0.394,17,23,0.739,8,38,46,26,8,4,11,13,120,123.55848434925863,8.0,2.0,36.0,0.3647058823529411,1610612755,123.55848434925863,97.12,96.86,96.59999999999998,1,0.29,0.27,0.27,32.0,26.6,27.0,8.54,9.86,9.31,25.2,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1393,Jimmy Butler III,202710,MIA @ PHI,1610612748,0,42100206,2022-05-12,W,43,32,4,8,13,29,0.448,2,6,0.333,4,6,0.667,2,6,1,2,2,0,16,54.6,1.011,1.011,F,112.3,93.8,18.6,0.048,0.125,0.089,0.16,2.0,0.337,0.506,96.6,90.7,0.171,75.58,"MAY 12, 2022",240,42,87,0.483,7,28,0.25,8,11,0.727,13,36,49,19,7,6,12,12,99,108.98282694848083,8.0,6.0,35.0,0.4137931034482758,1610612755,108.98282694848083,90.84,93.96,97.08,1,0.28,0.29,0.29,31.67,30.0,28.71,8.5,7.52,8.9,,32.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1500,Jimmy Butler III,202710,MIA vs. BOS,1610612748,1,42100301,2022-05-17,W,41,41,5,9,12,19,0.632,0,2,0.0,17,18,0.944,5,4,4,3,2,3,25,78.3,1.523,1.523,F,129.1,98.9,30.2,0.139,0.1,0.118,0.2,2.5,0.313,0.762,100.75,100.45,0.264,83.71,"MAY 17, 2022",240,39,80,0.488,10,30,0.333,30,34,0.882,9,30,39,18,10,12,12,24,118,120.45732952225396,8.0,8.0,38.0,0.4556962025316455,1610612738,120.45732952225396,97.96,99.52000000000002,101.08,1,0.29,0.3,0.29,32.0,33.8,29.43,9.0,7.26,9.74,27.83,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,Jimmy Butler III,202710,MIA vs. BOS,1610612748,1,42100302,2022-05-19,L,32,29,3,6,11,18,0.611,1,3,0.333,6,8,0.75,5,1,1,0,3,3,-20,40.7,1.348,1.348,F,108.1,142.6,-34.6,0.147,0.037,0.098,0.214,1.0,0.324,0.674,94.29,90.86,0.167,75.72,"MAY 19, 2022",240,38,86,0.442,10,34,0.294,16,22,0.727,12,30,42,21,4,3,14,18,102,104.42260442260442,8.0,5.0,41.0,0.5119047619047619,1610612738,104.42260442260442,97.68,96.40000000000002,95.12,1,0.32,0.3,0.3,34.0,33.0,31.43,6.24,7.58,7.46,28.0,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,Jimmy Butler III,202710,MIA @ BOS,1610612748,0,42100303,2022-05-21,W,19,8,2,3,3,8,0.375,0,0,,2,2,1.0,0,3,2,0,0,1,13,20.6,0.901,0.901,F,125.0,92.5,32.5,0.0,0.167,0.075,0.111,0.0,0.17,0.45,100.21,98.54,0.117,82.11,"MAY 21, 2022",240,43,92,0.467,11,33,0.333,12,14,0.857,8,26,34,22,19,4,8,24,109,111.04319478402608,2.0,7.0,44.0,0.4857142857142857,1610612738,111.04319478402608,98.16,97.68,97.2,1,0.27,0.27,0.29,26.0,26.6,29.43,16.7,12.26,11.3,,28.17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,Jimmy Butler III,202710,MIA @ BOS,1610612748,0,42100304,2022-05-23,L,27,6,1,7,3,14,0.214,0,2,0.0,0,0,,3,4,0,0,1,2,-30,14.9,0.429,0.429,F,58.2,114.8,-56.6,0.07,0.133,0.096,0.125,1.0,0.234,0.214,96.15,95.24,-0.025,79.37,"MAY 23, 2022",240,30,90,0.333,14,36,0.389,8,14,0.571,10,29,39,22,4,2,9,26,82,86.17065994115175,4.0,11.0,60.0,0.3974358974358974,1610612738,86.17065994115175,95.16,92.44,89.71999999999998,1,0.24,0.28,0.27,14.33,23.2,25.57,12.74,15.45,14.13,,25.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,Jimmy Butler III,202710,MIA vs. BOS,1610612748,1,42100305,2022-05-25,L,40,13,4,6,4,18,0.222,1,5,0.2,4,4,1.0,3,3,2,1,0,2,-15,35.2,0.658,0.658,F,92.0,112.0,-20.0,0.057,0.094,0.071,0.19,0.0,0.215,0.329,90.09,89.25,0.066,74.38,"MAY 25, 2022",240,30,94,0.319,7,45,0.156,13,14,0.929,19,30,49,14,7,2,12,19,80,85.87376556462002,5.0,7.0,46.0,0.4647887323943662,1610612738,85.87376556462002,93.16,91.64,90.12,1,0.21,0.25,0.26,9.0,19.4,21.71,3.61,15.08,13.19,26.12,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,Jimmy Butler III,202710,MIA @ BOS,1610612748,0,42100306,2022-05-27,W,46,47,8,9,16,29,0.552,4,8,0.5,11,11,1.0,3,6,4,1,1,1,8,83.8,1.389,1.389,F,123.3,113.2,10.1,0.075,0.158,0.115,0.4,8.0,0.327,0.694,96.45,94.55,0.303,78.79,"MAY 27, 2022",240,36,78,0.462,15,35,0.429,24,25,0.96,11,26,37,25,10,2,17,27,111,116.8421052631579,10.0,4.0,34.0,0.4444444444444444,1610612738,116.8421052631579,95.0,95.82,96.64,1,0.26,0.25,0.27,22.0,20.6,25.14,21.93,17.3,16.32,,27.75,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,Jimmy Butler III,202710,MIA vs. BOS,1610612748,1,42100307,2022-05-29,L,48,35,1,9,13,24,0.542,1,4,0.25,8,11,0.727,1,8,1,0,1,2,-4,49.3,1.214,1.214,F,99.0,103.1,-4.1,0.018,0.148,0.082,0.042,1.0,0.266,0.607,100.06,97.0,0.186,80.83,"MAY 29, 2022",240,37,88,0.42,6,30,0.2,16,24,0.667,7,37,44,16,4,5,8,18,96,96.42426677380472,4.0,6.0,51.0,0.4117647058823529,1610612738,96.42426677380472,99.56,99.06,98.56,1,0.27,0.24,0.26,31.67,21.8,25.57,17.24,18.21,16.57,27.11,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Bojan Bogdanović,202711,UTA @ DAL,1610612762,0,42100171,2022-04-16,W,40,26,4,5,11,20,0.55,2,6,0.333,2,2,1.0,0,5,1,0,2,4,11,39.0,1.245,1.245,F,113.2,100.0,13.2,0.0,0.122,0.063,0.182,2.0,0.258,0.623,92.08,90.26,0.163,75.22,"APR 16, 2022",240,36,83,0.434,7,22,0.318,20,23,0.87,13,40,53,15,3,5,14,25,99,105.18487037824052,8.0,4.0,34.0,0.3815789473684211,1610612742,105.18487037824052,94.12,92.54,90.96,1,0.26,0.26,0.26,26.0,26.0,26.0,,,,,26.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
202,Bojan Bogdanović,202711,UTA @ DAL,1610612762,0,42100172,2022-04-18,L,40,25,0,5,9,15,0.6,1,4,0.25,6,7,0.857,1,4,0,0,2,2,-19,29.0,1.383,1.383,F,113.2,136.4,-23.2,0.026,0.118,0.068,0.0,0.0,0.23,0.691,90.94,91.08,0.103,75.9,"APR 18, 2022",240,38,82,0.463,11,29,0.379,17,20,0.85,11,39,50,19,2,4,10,19,104,115.8129175946548,5.0,2.0,31.0,0.4698795180722891,1610612742,115.8129175946548,89.8,89.75999999999999,89.71999999999998,1,0.24,0.24,0.24,25.5,25.5,25.5,0.71,0.71,0.71,,25.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
389,Bojan Bogdanović,202711,UTA vs. DAL,1610612762,1,42100173,2022-04-21,L,32,24,2,6,8,12,0.667,4,7,0.571,4,4,1.0,0,6,0,0,3,5,4,31.2,1.744,1.744,F,131.7,125.4,6.3,0.0,0.214,0.122,0.091,0.67,0.262,0.872,97.37,95.04,0.14,79.2,"APR 21, 2022",240,39,69,0.565,9,28,0.321,31,33,0.939,1,31,32,20,2,4,14,28,118,122.25445503522587,10.0,1.0,32.0,0.4939759036144578,1610612742,122.25445503522587,96.52,97.58,98.64,1,0.25,0.25,0.25,25.0,25.0,25.0,1.0,1.0,1.0,24.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
534,Bojan Bogdanović,202711,UTA vs. DAL,1610612762,1,42100174,2022-04-23,W,39,12,2,4,4,10,0.4,1,5,0.2,3,4,0.75,0,4,0,0,1,5,-4,18.8,1.02,1.02,F,109.7,112.2,-2.4,0.0,0.103,0.048,0.095,2.0,0.155,0.51,92.12,90.34,0.041,75.28,"APR 23, 2022",240,32,79,0.405,10,35,0.286,26,42,0.619,13,33,46,17,4,3,8,21,100,108.13148788927336,4.0,2.0,43.0,0.4285714285714285,1610612742,108.13148788927336,92.48,91.8,91.12,1,0.22,0.23,0.23,20.33,21.75,21.75,7.23,6.55,6.55,18.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
673,Bojan Bogdanović,202711,UTA @ DAL,1610612762,0,42100175,2022-04-25,L,28,2,1,1,0,9,0.0,0,5,0.0,2,3,0.667,1,0,0,0,2,3,-37,2.7,0.194,0.194,F,57.7,128.8,-71.2,0.03,0.0,0.019,0.083,0.5,0.211,0.097,92.33,90.11,-0.168,75.09,"APR 25, 2022",240,29,77,0.377,3,30,0.1,16,21,0.762,7,33,40,12,8,2,13,24,77,83.47788378143973,6.0,1.0,49.0,0.4352941176470588,1610612742,83.47788378143973,92.24,92.74,93.24,1,0.21,0.22,0.22,12.67,17.8,17.8,11.02,10.5,10.5,,17.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
867,Bojan Bogdanović,202711,UTA vs. DAL,1610612762,1,42100176,2022-04-28,L,36,19,1,4,7,15,0.467,3,6,0.5,2,4,0.5,1,3,1,0,2,5,0,26.3,1.134,1.134,F,102.9,101.4,1.5,0.029,0.086,0.058,0.05,0.5,0.25,0.567,93.88,93.8,0.06,78.16,"APR 28, 2022",240,36,84,0.429,9,35,0.257,15,20,0.75,11,37,48,20,5,4,11,15,96,103.44827586206895,6.0,4.0,37.0,0.45,1610612742,103.44827586206895,92.8,91.82,90.84,1,0.21,0.22,0.23,11.0,16.4,18.0,8.54,9.56,9.4,18.33,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,Dāvis Bertāns,202722,DAL vs. UTA,1610612742,1,42100171,2022-04-16,L,18,4,0,3,1,3,0.333,1,3,0.333,1,2,0.5,0,3,1,0,0,2,4,10.6,1.031,1.031,,102.7,97.1,5.6,0.0,0.176,0.079,0.0,0.0,0.1,0.515,97.91,97.75,0.061,81.46,"APR 16, 2022",240,29,76,0.382,9,32,0.281,26,34,0.765,7,27,34,17,8,4,7,22,93,102.24274406332452,3.0,5.0,53.0,0.4337349397590361,1610612762,102.24274406332452,90.96,92.54,94.12,0,0.1,0.1,0.1,4.0,4.0,4.0,,,,4.0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222,Dāvis Bertāns,202722,DAL vs. UTA,1610612742,1,42100172,2022-04-18,W,13,0,1,1,0,1,0.0,0,1,0.0,0,0,,0,1,0,0,0,3,-12,2.7,0.0,0.0,,95.8,140.0,-44.2,0.0,0.1,0.042,0.125,0.0,0.04,0.0,88.21,90.58,-0.036,75.48,"APR 18, 2022",240,39,83,0.47,22,47,0.468,10,13,0.769,2,29,31,22,5,2,3,19,110,122.60365581810076,2.0,4.0,50.0,0.4634146341463415,1610612762,122.60365581810076,89.71999999999998,89.75999999999999,89.8,0,0.07,0.07,0.07,2.0,2.0,2.0,2.83,2.83,2.83,2.0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
390,Dāvis Bertāns,202722,DAL @ UTA,1610612742,0,42100173,2022-04-21,W,14,15,0,2,4,7,0.571,4,7,0.571,3,3,1.0,1,1,0,1,1,3,6,19.4,1.803,1.803,,146.7,122.6,24.1,0.077,0.125,0.095,0.0,0.0,0.265,0.901,101.72,105.39,0.143,87.82,"APR 21, 2022",240,41,83,0.494,18,42,0.429,26,31,0.839,6,26,32,24,10,1,8,32,126,127.73722627737226,2.0,4.0,32.0,0.5652173913043478,1610612762,127.73722627737226,98.64,97.58,96.52,0,0.14,0.14,0.14,6.33,6.33,6.33,7.77,7.77,7.77,,15.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
535,Dāvis Bertāns,202722,DAL @ UTA,1610612742,0,42100174,2022-04-23,L,3,1,0,1,0,2,0.0,0,2,0.0,1,1,1.0,0,1,0,0,1,3,1,1.2,0.41,0.41,,85.7,55.6,30.2,0.0,0.143,0.083,0.0,0.0,0.375,0.205,97.44,119.19,-2.667,99.33,"APR 23, 2022",240,33,77,0.429,15,44,0.341,18,23,0.783,7,36,43,15,4,2,11,29,99,108.64793678665497,4.0,3.0,46.0,0.4050632911392405,1610612762,108.64793678665497,91.12,91.8,92.48,0,0.23,0.2,0.2,5.33,5.0,5.0,8.39,6.88,6.88,,8.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
674,Dāvis Bertāns,202722,DAL vs. UTA,1610612742,1,42100175,2022-04-25,W,6,0,0,1,0,0,,0,0,,0,0,,1,0,1,0,0,1,-2,4.2,0.0,0.0,,100.0,107.1,-7.1,0.143,0.0,0.083,0.0,0.0,0.0,0.0,99.9,101.25,0.026,84.38,"APR 25, 2022",240,37,85,0.435,12,43,0.279,16,21,0.762,11,38,49,16,6,1,10,18,102,109.3951093951094,8.0,2.0,40.0,0.3766233766233766,1610612762,109.3951093951094,93.24,92.74,92.24,0,0.21,0.16,0.16,5.33,4.0,4.0,8.39,6.36,6.36,1.33,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
