,PLAYER_NAME,PLAYER_ID,MATCHUP,TEAM_ID,HOME_GAME,GAME_ID,GAME_DATE,WL,MIN,PTS,AST,REB,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,STL,BLK,TOV,PF,PLUS_MINUS,FANTASY_PTS,PointsPerShot,eFG,START_POSITION,OFF_RATING,DEF_RATING,NET_RATING,OREB_PCT,DREB_PCT,REB_PCT,AST_PCT,AST_TOV,USG_PCT,TS_PCT,E_PACE,PACE,PIE,PACE_PER40,TEAM_GAME_DATE,TEAM_MIN,TEAM_FGM,TEAM_FGA,TEAM_FG_PCT,TEAM_FG3M,TEAM_FG3A,TEAM_FG3_PCT,TEAM_FTM,TEAM_FTA,TEAM_FT_PCT,TEAM_OREB,TEAM_DREB,TEAM_REB,TEAM_AST,TEAM_STL,TEAM_BLK,TEAM_TOV,TEAM_PF,TEAM_PTS,OPP_DEF_RATING,OPP_STL,OPP_BLK,OPP_REB,OPP_FG_PCT,OPP_TEAM_ID,TEAM_OFF_RATING,TEAM_PACE,GAME_PACE,OPP_PACE,STARTING,USG_PCT_LAST_3,USG_PCT_LAST_5,USG_PCT_LAST_7,PTS_LAST_3,PTS_LAST_5,PTS_LAST_7,STD_PTS_LAST_3,STD_PTS_LAST_5,STD_PTS_LAST_7,PLAYER_HOME_AVG_PTS,PLAYER_AWAY_AVG_PTS,GUARD,FORWARD,CENTER,TEAM_BOS,TEAM_CLE,TEAM_DAL,TEAM_DEN,TEAM_IND,TEAM_LAC,TEAM_LAL,TEAM_MIA,TEAM_MIL,TEAM_MIN,TEAM_NOP,TEAM_NYK,TEAM_OKC,TEAM_ORL,TEAM_PHI,TEAM_PHX,OPP_BOS,OPP_CLE,OPP_DAL,OPP_DEN,OPP_IND,OPP_LAC,OPP_LAL,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHX
413,Wendell Moore Jr.,1631111,MIN @ PHX,1610612750,0,42300163,2024-04-26,W,0,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7,101.41,0.0,84.51,"APR 26, 2024",240.0,43.0,87.0,0.494,13.0,34.0,0.382,27.0,31.0,0.871,15.0,35.0,50.0,26.0,5.0,1.0,13.0,25.0,126.0,127.73722627737226,8.0,3.0,28.0,0.4605263157894737,1610612756,127.73722627737226,98.64,96.36,94.08,0,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
900,Wendell Moore Jr.,1631111,MIN @ DEN,1610612750,0,42300232,2024-05-06,W,3,2,0,1,1,1,1.0,0,0,,0,0,,0,1,0,0,0,1,3,3.2,2.0,2.0,,116.7,80.0,36.7,0.0,0.2,0.143,0.0,0.0,0.167,1.0,72.07,81.23,0.235,67.69,"MAY 06, 2024",240.0,42.0,84.0,0.5,13.0,33.0,0.394,9.0,14.0,0.643,10.0,32.0,42.0,28.0,11.0,12.0,12.0,20.0,106.0,115.01736111111111,6.0,6.0,50.0,0.3493975903614458,1610612743,115.01736111111111,92.16,90.54,88.92,0,0.14,0.1,0.1,0.67,0.5,0.5,1.15,1.0,1.0,,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1301,Wendell Moore Jr.,1631111,MIN vs. DEN,1610612750,1,42300236,2024-05-16,W,7,0,2,1,0,2,0.0,0,1,0.0,0,0,,0,1,1,0,1,0,4,6.2,0.0,0.0,,73.3,46.7,26.7,0.0,0.1,0.053,0.667,2.0,0.188,0.0,100.02,101.65,0.08,84.71,"MAY 16, 2024",240.0,40.0,86.0,0.465,15.0,40.0,0.375,20.0,24.0,0.833,11.0,51.0,62.0,26.0,9.0,4.0,6.0,14.0,115.0,125.60069899519442,2.0,5.0,43.0,0.3023255813953488,1610612743,125.60069899519442,91.56,92.86,94.16,0,0.12,0.12,0.12,0.67,0.4,0.4,1.15,0.89,0.89,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1547,Wendell Moore Jr.,1631111,MIN vs. DAL,1610612750,1,42300315,2024-05-30,L,3,5,0,0,2,3,0.667,1,2,0.5,0,0,,0,0,0,0,0,1,4,5.0,1.667,1.667,,137.5,100.0,37.5,0.0,0.0,0.0,0.0,0.0,0.3,0.833,109.82,118.68,0.214,98.9,"MAY 30, 2024",240.0,38.0,89.0,0.427,10.0,32.0,0.313,17.0,21.0,0.81,13.0,28.0,41.0,17.0,8.0,5.0,11.0,17.0,103.0,107.02410640066502,7.0,5.0,45.0,0.5476190476190477,1610612742,107.02410640066502,96.24,96.68,97.12,0,0.22,0.18,0.15,2.33,1.4,1.17,2.52,2.19,2.04,1.25,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Kendall Brown,1631112,IND @ MIL,1610612754,0,42300122,2024-04-23,W,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0.0,0.0,0.0,,100.0,66.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.82,98.18,0.0,81.82,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
807,Kendall Brown,1631112,IND vs. MIL,1610612754,1,42300126,2024-05-02,W,2,2,0,0,1,1,1.0,0,0,,0,0,,0,0,0,0,1,1,-1,1.0,2.0,2.0,,75.0,80.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,93.71,102.86,0.0,85.71,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0.25,0.25,0.25,1.0,1.0,1.0,1.41,1.41,1.41,2.0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1154,Kendall Brown,1631112,IND vs. NYK,1610612754,1,42300214,2024-05-12,W,10,0,0,2,0,2,0.0,0,0,,0,0,,0,2,0,1,1,0,-8,4.4,0.0,0.0,,72.7,114.3,-41.6,0.0,0.143,0.091,0.0,0.0,0.136,0.0,101.86,98.91,-0.015,82.43,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0.21,0.21,0.21,0.67,0.67,0.67,1.15,1.15,1.15,1.0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1241,Kendall Brown,1631112,IND @ NYK,1610612754,0,42300215,2024-05-14,L,3,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,-4,0.0,0.0,0.0,,16.7,83.3,-66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.06,99.31,0.0,82.76,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0.21,0.16,0.16,0.67,0.5,0.5,1.15,1.0,1.0,,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1325,Kendall Brown,1631112,IND vs. NYK,1610612754,1,42300216,2024-05-17,W,3,2,0,1,1,3,0.333,0,0,,0,0,,0,1,0,0,0,1,-5,3.2,0.667,0.667,,42.9,114.3,-71.4,0.0,0.25,0.143,0.0,0.0,0.429,0.333,92.72,98.34,0.0,81.95,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0.19,0.21,0.21,0.67,0.8,0.8,1.15,1.1,1.1,1.33,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1360,Kendall Brown,1631112,IND @ NYK,1610612754,0,42300217,2024-05-19,W,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.32,72.48,0.0,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0.14,0.21,0.18,0.67,0.8,0.67,1.15,1.1,1.03,,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1445,Kendall Brown,1631112,IND @ BOS,1610612754,0,42300302,2024-05-23,L,3,0,2,0,0,0,,0,0,,0,0,,0,0,0,0,1,0,-3,2.0,0.0,0.0,,133.3,183.3,-50.0,0.0,0.0,0.0,0.667,2.0,0.125,0.0,82.71,88.62,0.059,73.85,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0.18,0.14,0.17,0.67,0.4,0.57,1.15,0.89,0.98,,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Jalen Williams,1631114,OKC vs. NOP,1610612760,1,42300141,2024-04-21,W,40,19,4,7,8,18,0.444,1,5,0.2,2,3,0.667,3,4,2,0,4,3,8,35.4,0.983,0.983,F,100.0,91.3,8.8,0.075,0.077,0.076,0.167,1.0,0.253,0.492,97.45,96.49,0.093,80.41,"APR 21, 2024",240.0,37.0,85.0,0.435,10.0,32.0,0.313,10.0,13.0,0.769,8.0,36.0,44.0,21.0,5.0,7.0,13.0,13.0,94.0,98.20309235269536,7.0,6.0,52.0,0.3854166666666667,1610612740,98.20309235269536,95.71999999999998,95.84,95.96,1,0.25,0.25,0.25,19.0,19.0,19.0,,,,19.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
279,Jalen Williams,1631114,OKC vs. NOP,1610612760,1,42300142,2024-04-24,W,35,21,7,5,10,17,0.588,1,3,0.333,0,0,,0,5,1,0,2,1,30,38.5,1.235,1.235,F,135.7,95.6,40.1,0.0,0.172,0.086,0.269,3.5,0.25,0.618,91.11,93.75,0.166,78.12,"APR 24, 2024",240.0,46.0,78.0,0.59,14.0,29.0,0.483,18.0,20.0,0.9,5.0,32.0,37.0,25.0,5.0,2.0,8.0,19.0,124.0,138.0846325167038,4.0,2.0,35.0,0.4520547945205479,1610612740,138.0846325167038,89.8,90.52,91.24,1,0.25,0.25,0.25,20.0,20.0,20.0,1.41,1.41,1.41,20.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
514,Jalen Williams,1631114,OKC @ NOP,1610612760,0,42300143,2024-04-27,W,35,21,5,9,9,16,0.563,3,4,0.75,0,0,,1,8,2,0,3,1,22,42.3,1.312,1.312,F,113.7,84.7,29.0,0.032,0.195,0.125,0.227,1.67,0.244,0.656,99.13,100.83,0.19,84.02,"APR 27, 2024",240.0,40.0,83.0,0.482,17.0,36.0,0.472,9.0,13.0,0.692,9.0,38.0,47.0,27.0,13.0,5.0,16.0,14.0,106.0,110.7396573338905,14.0,2.0,45.0,0.3809523809523809,1610612740,110.7396573338905,95.71999999999998,97.44,99.16,1,0.25,0.25,0.25,20.33,20.33,20.33,1.15,1.15,1.15,,21.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
656,Jalen Williams,1631114,OKC @ NOP,1610612760,0,42300144,2024-04-29,W,38,24,4,8,9,17,0.529,2,6,0.333,4,5,0.8,1,7,2,1,3,2,14,45.6,1.25,1.25,F,109.0,92.2,16.8,0.028,0.171,0.104,0.182,1.33,0.259,0.625,98.38,98.41,0.182,82.01,"APR 29, 2024",240.0,35.0,82.0,0.427,12.0,40.0,0.3,15.0,24.0,0.625,8.0,36.0,44.0,18.0,9.0,7.0,14.0,18.0,97.0,98.4172077922078,10.0,8.0,50.0,0.3764705882352941,1610612740,98.4172077922078,98.56,99.18,99.8,1,0.25,0.25,0.25,22.0,21.25,21.25,1.73,2.06,2.06,,22.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
951,Jalen Williams,1631114,OKC vs. DAL,1610612760,1,42300221,2024-05-07,W,36,18,5,5,6,15,0.4,2,5,0.4,4,6,0.667,2,3,0,1,1,1,15,33.5,1.02,1.02,F,126.4,107.0,19.3,0.05,0.079,0.064,0.208,5.0,0.221,0.51,99.45,96.56,0.102,80.47,"MAY 07, 2024",240.0,40.0,89.0,0.449,16.0,35.0,0.457,21.0,28.0,0.75,16.0,36.0,52.0,29.0,8.0,8.0,9.0,18.0,117.0,124.04580152671755,5.0,8.0,39.0,0.3928571428571428,1610612742,124.04580152671755,94.32,96.66,99.0,1,0.24,0.25,0.25,21.0,20.6,20.6,3.0,2.3,2.3,19.33,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,Jalen Williams,1631114,OKC vs. DAL,1610612760,1,42300222,2024-05-09,L,39,20,4,4,7,17,0.412,2,4,0.5,4,4,1.0,1,3,1,1,1,4,1,35.8,1.066,1.066,F,121.1,116.7,4.4,0.026,0.071,0.05,0.143,4.0,0.23,0.533,97.88,95.42,0.083,79.52,"MAY 09, 2024",240.0,42.0,89.0,0.472,10.0,30.0,0.333,16.0,17.0,0.941,8.0,33.0,41.0,25.0,5.0,6.0,10.0,18.0,110.0,111.69780666125102,8.0,6.0,44.0,0.4666666666666667,1610612742,111.69780666125102,98.48,98.52000000000002,98.56,1,0.24,0.24,0.24,20.67,20.8,20.5,3.06,2.17,2.07,19.5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,Jalen Williams,1631114,OKC @ DAL,1610612760,0,42300223,2024-05-11,L,38,16,8,6,7,12,0.583,1,2,0.5,1,2,0.5,0,6,0,1,3,2,-7,35.2,1.242,1.242,F,98.8,104.9,-6.1,0.0,0.118,0.068,0.348,2.67,0.184,0.621,101.88,101.43,0.142,84.52,"MAY 11, 2024",240.0,38.0,81.0,0.469,10.0,30.0,0.333,15.0,19.0,0.789,6.0,35.0,41.0,23.0,7.0,11.0,13.0,22.0,101.0,104.81527604815275,7.0,2.0,48.0,0.4285714285714285,1610612742,104.81527604815275,96.36,98.18,100.0,1,0.21,0.23,0.23,18.0,19.8,19.86,2.0,3.03,2.54,,20.33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,Jalen Williams,1631114,OKC @ DAL,1610612760,0,42300224,2024-05-13,W,41,14,6,9,5,19,0.263,0,2,0.0,4,4,1.0,2,7,4,0,2,3,2,43.8,0.674,0.674,F,102.4,102.4,-0.1,0.04,0.146,0.092,0.25,3.0,0.22,0.337,99.61,97.57,0.094,81.31,"MAY 13, 2024",240.0,35.0,92.0,0.38,7.0,27.0,0.259,23.0,24.0,0.958,12.0,33.0,45.0,18.0,8.0,9.0,7.0,20.0,100.0,102.50102501025007,4.0,13.0,47.0,0.4090909090909091,1610612742,102.50102501025007,97.56,98.34,99.12,1,0.21,0.22,0.23,16.67,18.4,19.14,3.06,3.85,3.39,,18.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,Jalen Williams,1631114,OKC vs. DAL,1610612760,1,42300225,2024-05-15,L,39,12,3,6,6,13,0.462,0,3,0.0,0,0,,1,5,3,0,0,3,-12,32.7,0.923,0.923,F,107.0,123.9,-16.9,0.026,0.172,0.09,0.12,0.0,0.167,0.462,88.17,87.41,0.089,72.84,"MAY 15, 2024",240.0,37.0,87.0,0.425,10.0,40.0,0.25,8.0,10.0,0.8,8.0,25.0,33.0,20.0,8.0,2.0,6.0,15.0,92.0,102.9082774049217,5.0,5.0,46.0,0.5263157894736842,1610612742,102.9082774049217,89.40000000000002,88.06,86.71999999999998,1,0.19,0.2,0.22,14.0,16.0,17.86,2.0,3.16,4.18,18.0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,Jalen Williams,1631114,OKC @ DAL,1610612760,0,42300226,2024-05-18,L,37,22,8,9,8,16,0.5,3,5,0.6,3,3,1.0,2,7,2,1,0,1,-7,53.8,1.27,1.27,F,117.9,128.6,-10.6,0.059,0.206,0.132,0.296,0.0,0.205,0.635,100.56,100.51,0.182,83.76,"MAY 18, 2024",240.0,44.0,92.0,0.478,15.0,41.0,0.366,13.0,17.0,0.765,7.0,24.0,31.0,25.0,10.0,5.0,8.0,20.0,116.0,115.44585987261146,5.0,4.0,47.0,0.5121951219512195,1610612742,115.44585987261146,100.48,98.02000000000002,95.56,1,0.2,0.2,0.21,16.0,16.8,18.0,5.29,4.15,4.32,,19.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
510,Orlando Robinson,1631115,MIA vs. BOS,1610612748,1,42300103,2024-04-27,L,2,0,1,1,0,1,0.0,0,1,0.0,0,0,,0,1,0,0,0,0,3,2.7,0.0,0.0,,100.0,50.0,50.0,0.0,0.5,0.2,0.5,0.0,0.167,0.0,76.16,86.98,0.182,72.48,"APR 27, 2024",240.0,32.0,77.0,0.416,9.0,28.0,0.321,11.0,14.0,0.786,9.0,27.0,36.0,21.0,2.0,2.0,12.0,14.0,84.0,97.49303621169916,4.0,6.0,43.0,0.4756097560975609,1610612738,97.49303621169916,86.16000000000001,86.19999999999999,86.24,0,0.17,0.17,0.17,0.0,0.0,0.0,,,,0.0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Jaylin Williams,1631119,OKC vs. NOP,1610612760,1,42300141,2024-04-21,W,7,6,2,2,2,4,0.5,2,4,0.5,0,0,,0,2,1,0,0,0,1,14.4,1.5,1.5,,116.7,108.3,8.3,0.0,0.25,0.143,0.667,0.0,0.308,0.75,87.82,85.12,0.346,70.94,"APR 21, 2024",240.0,37.0,85.0,0.435,10.0,32.0,0.313,10.0,13.0,0.769,8.0,36.0,44.0,21.0,5.0,7.0,13.0,13.0,94.0,98.20309235269536,7.0,6.0,52.0,0.3854166666666667,1610612740,98.20309235269536,95.71999999999998,95.84,95.96,0,0.31,0.31,0.31,6.0,6.0,6.0,,,,6.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
303,Jaylin Williams,1631119,OKC vs. NOP,1610612760,1,42300142,2024-04-24,W,17,0,1,1,0,1,0.0,0,1,0.0,0,0,,0,1,0,0,0,2,-8,2.7,0.0,0.0,,100.0,121.2,-21.2,0.0,0.071,0.037,0.077,0.0,0.03,0.0,86.28,91.88,-0.017,76.57,"APR 24, 2024",240.0,46.0,78.0,0.59,14.0,29.0,0.483,18.0,20.0,0.9,5.0,32.0,37.0,25.0,5.0,2.0,8.0,19.0,124.0,138.0846325167038,4.0,2.0,35.0,0.4520547945205479,1610612740,138.0846325167038,89.8,90.52,91.24,0,0.17,0.17,0.17,3.0,3.0,3.0,4.24,4.24,4.24,3.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
513,Jaylin Williams,1631119,OKC @ NOP,1610612760,0,42300143,2024-04-27,W,10,5,1,2,2,2,1.0,1,1,1.0,0,0,,0,2,0,0,0,1,-2,8.9,2.5,2.5,,84.2,94.7,-10.5,0.0,0.2,0.105,0.25,0.0,0.091,1.25,85.67,92.48,0.209,77.07,"APR 27, 2024",240.0,40.0,83.0,0.482,17.0,36.0,0.472,9.0,13.0,0.692,9.0,38.0,47.0,27.0,13.0,5.0,16.0,14.0,106.0,110.7396573338905,14.0,2.0,45.0,0.3809523809523809,1610612740,110.7396573338905,95.71999999999998,97.44,99.16,0,0.14,0.14,0.14,3.67,3.67,3.67,3.21,3.21,3.21,,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
647,Jaylin Williams,1631119,OKC @ NOP,1610612760,0,42300144,2024-04-29,W,11,3,0,2,1,1,1.0,1,1,1.0,0,0,,0,2,1,2,2,1,-4,12.4,3.0,3.0,,65.2,79.2,-13.9,0.0,0.133,0.069,0.0,0.0,0.115,1.5,105.11,103.96,0.186,86.64,"APR 29, 2024",240.0,35.0,82.0,0.427,12.0,40.0,0.3,15.0,24.0,0.625,8.0,36.0,44.0,18.0,9.0,7.0,14.0,18.0,97.0,98.4172077922078,10.0,8.0,50.0,0.3764705882352941,1610612740,98.4172077922078,98.56,99.18,99.8,0,0.08,0.14,0.14,2.67,3.5,3.5,2.52,2.65,2.65,,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
945,Jaylin Williams,1631119,OKC vs. DAL,1610612760,1,42300221,2024-05-07,W,17,11,2,9,5,7,0.714,1,2,0.5,0,0,,1,8,0,0,0,1,3,24.8,1.571,1.571,,105.9,100.0,5.9,0.053,0.421,0.237,0.333,0.0,0.175,0.786,97.63,96.48,0.327,80.4,"MAY 07, 2024",240.0,40.0,89.0,0.449,16.0,35.0,0.457,21.0,28.0,0.75,16.0,36.0,52.0,29.0,8.0,8.0,9.0,18.0,117.0,124.04580152671755,5.0,8.0,39.0,0.3928571428571428,1610612742,124.04580152671755,94.32,96.66,99.0,0,0.13,0.14,0.14,6.33,5.0,5.0,4.16,4.06,4.06,5.67,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,Jaylin Williams,1631119,OKC vs. DAL,1610612760,1,42300222,2024-05-09,L,14,8,2,4,3,6,0.5,2,4,0.5,0,0,,0,4,0,0,1,1,-6,14.8,1.333,1.333,,103.2,122.6,-19.4,0.0,0.267,0.133,0.222,2.0,0.206,0.667,103.68,105.87,0.138,88.22,"MAY 09, 2024",240.0,42.0,89.0,0.472,10.0,30.0,0.333,16.0,17.0,0.941,8.0,33.0,41.0,25.0,5.0,6.0,10.0,18.0,110.0,111.69780666125102,8.0,6.0,44.0,0.4666666666666667,1610612742,111.69780666125102,98.48,98.52000000000002,98.56,0,0.17,0.12,0.15,7.33,5.4,5.5,4.04,4.28,3.83,6.25,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,Jaylin Williams,1631119,OKC @ DAL,1610612760,0,42300223,2024-05-11,L,13,2,1,4,0,2,0.0,0,2,0.0,2,2,1.0,0,4,1,0,0,3,-5,11.3,0.694,0.694,,96.2,107.1,-11.0,0.0,0.2,0.125,0.143,0.0,0.103,0.347,93.01,98.41,0.072,82.0,"MAY 11, 2024",240.0,38.0,81.0,0.469,10.0,30.0,0.333,15.0,19.0,0.789,6.0,35.0,41.0,23.0,7.0,11.0,13.0,22.0,101.0,104.81527604815275,7.0,2.0,48.0,0.4285714285714285,1610612742,104.81527604815275,96.36,98.18,100.0,0,0.16,0.14,0.15,7.0,5.8,5.0,4.58,3.7,3.74,,3.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,Jaylin Williams,1631119,OKC @ DAL,1610612760,0,42300224,2024-05-13,W,10,0,3,5,0,2,0.0,0,0,,0,0,,3,2,0,0,0,0,6,10.5,0.0,0.0,,126.3,90.0,36.3,0.3,0.167,0.227,0.3,0.0,0.08,0.0,97.38,91.91,0.111,76.6,"MAY 13, 2024",240.0,35.0,92.0,0.38,7.0,27.0,0.259,23.0,24.0,0.958,12.0,33.0,45.0,18.0,8.0,9.0,7.0,20.0,100.0,102.50102501025007,4.0,13.0,47.0,0.4090909090909091,1610612742,102.50102501025007,97.56,98.34,99.12,0,0.13,0.14,0.11,3.33,4.8,4.14,4.16,4.55,4.14,,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,Jaylin Williams,1631119,OKC vs. DAL,1610612760,1,42300225,2024-05-15,L,10,3,1,1,1,3,0.333,1,3,0.333,0,0,,0,1,0,0,0,1,0,5.7,1.0,1.0,,100.0,95.0,5.0,0.0,0.125,0.05,0.143,0.0,0.136,0.5,84.06,91.67,0.051,76.4,"MAY 15, 2024",240.0,37.0,87.0,0.425,10.0,40.0,0.25,8.0,10.0,0.8,8.0,25.0,33.0,20.0,8.0,2.0,6.0,15.0,92.0,102.9082774049217,5.0,5.0,46.0,0.5263157894736842,1610612742,102.9082774049217,89.40000000000002,88.06,86.71999999999998,0,0.11,0.14,0.13,1.67,4.8,4.57,1.53,4.55,3.78,5.6,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,Jaylin Williams,1631119,OKC @ DAL,1610612760,0,42300226,2024-05-18,L,18,6,2,2,2,5,0.4,1,4,0.25,1,2,0.5,0,2,1,1,0,1,-13,17.4,1.02,1.02,,82.1,117.9,-35.9,0.0,0.091,0.043,0.222,0.0,0.13,0.51,95.38,101.69,0.1,84.74,"MAY 18, 2024",240.0,44.0,92.0,0.478,15.0,41.0,0.366,13.0,17.0,0.765,7.0,24.0,31.0,25.0,10.0,5.0,8.0,20.0,116.0,115.44585987261146,5.0,4.0,47.0,0.5121951219512195,1610612742,115.44585987261146,100.48,98.02000000000002,95.56,0,0.12,0.13,0.13,3.0,3.8,4.71,3.0,3.19,3.82,,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
899,Julian Strawther,1631124,DEN vs. MIN,1610612743,1,42300232,2024-05-06,L,3,2,0,0,0,1,0.0,0,1,0.0,2,2,1.0,0,0,0,0,0,0,-2,2.0,1.064,1.064,,83.3,116.7,-33.3,0.0,0.0,0.0,0.0,0.0,0.25,0.532,73.31,82.68,0.118,68.9,"MAY 06, 2024",240.0,29.0,83.0,0.349,9.0,30.0,0.3,13.0,18.0,0.722,18.0,32.0,50.0,16.0,6.0,6.0,16.0,14.0,80.0,89.96851102114259,11.0,12.0,42.0,0.5,1610612750,89.96851102114259,88.92,90.54,92.16,0,0.25,0.25,0.25,2.0,2.0,2.0,,,,2.0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
