player1,player2,line1,line2,pred1,pred2,model_side1,model_side2,prob1,prob2,prob_both,edge1,edge2,combined_edge,ev_percent,kelly_full,recommendation,confidence_interval1,confidence_interval2,interval_width1,interval_width2,sigma1,sigma2,sigma_flag1,sigma_flag2,simulation_method
Ryan Kalkbrenner,Tristan da Silva,9.5,8.5,10.98,11.65,over,over,0.581,0.704,0.3682,0.003,0.126,0.064,0.1,0.052,0,"(0.0, 26.7)","(0.0, 25.1)",26.66,25.1,8.0,6.86,High,High,Monte Carlo
Ryan Kalkbrenner,Cam Whitmore,9.5,8.5,10.98,11.27,over,over,0.581,0.686,0.3587,0.003,0.108,0.055,0.08,0.038,0,"(0.0, 26.7)","(0.0, 24.4)",26.66,24.38,8.0,6.69,High,High,Monte Carlo
Ryan Kalkbrenner,Corey Kispert,9.5,7.5,10.98,10.58,over,over,0.581,0.698,0.3652,0.003,0.12,0.062,0.1,0.048,0,"(0.0, 26.7)","(0.0, 24.2)",26.66,24.18,8.0,6.94,High,High,Monte Carlo
Ryan Kalkbrenner,Kevin Durant,9.5,25.5,10.98,29.96,over,over,0.581,0.713,0.373,0.003,0.135,0.069,0.12,0.06,0,"(0.0, 26.7)","(11.7, 48.2)",26.66,36.52,8.0,9.32,High,High,Monte Carlo
Ryan Kalkbrenner,Jaylen Brown,9.5,23.5,10.98,26.23,over,over,0.581,0.653,0.3415,0.003,0.075,0.039,0.02,0.012,0,"(0.0, 26.7)","(10.2, 42.2)",26.66,31.98,8.0,8.16,High,High,Monte Carlo
Ryan Kalkbrenner,Alperen Sengun,9.5,20.5,10.98,18.34,over,under,0.581,0.638,0.3337,0.003,0.06,0.031,0.0,0.001,0,"(0.0, 26.7)","(3.3, 33.4)",26.66,30.06,8.0,7.67,High,High,Monte Carlo
Ryan Kalkbrenner,Derrick White,9.5,19.5,10.98,18.41,over,under,0.581,0.58,0.3032,0.003,0.002,0.002,-0.09,0.0,0,"(0.0, 26.7)","(4.2, 32.6)",26.66,28.48,8.0,7.26,High,High,Monte Carlo
Ryan Kalkbrenner,Amen Thompson,9.5,15.5,10.98,17.01,over,over,0.581,0.586,0.3064,0.003,0.008,0.005,-0.08,0.0,0,"(0.0, 26.7)","(1.9, 32.1)",26.66,30.27,8.0,7.72,High,High,Monte Carlo
Ryan Kalkbrenner,Payton Pritchard,9.5,15.5,10.98,16.22,over,over,0.581,0.534,0.2795,0.003,-0.044,-0.02,-0.16,0.0,0,"(0.0, 26.7)","(0.0, 32.9)",26.66,32.85,8.0,8.48,High,High,Monte Carlo
Ryan Kalkbrenner,Anfernee Simons,9.5,14.5,10.98,20.48,over,over,0.581,0.812,0.4249,0.003,0.234,0.119,0.27,0.137,0,"(0.0, 26.7)","(4.9, 36.0)",26.66,31.1,8.0,7.93,High,High,Monte Carlo
Ryan Kalkbrenner,Tari Eason,9.5,10.5,10.98,12.74,over,over,0.581,0.673,0.3521,0.003,0.095,0.049,0.06,0.028,0,"(0.0, 26.7)","(1.2, 24.2)",26.66,23.0,8.0,5.87,High,Med,Monte Carlo
Ryan Kalkbrenner,Josh Okogie,9.5,8.5,10.98,11.0,over,over,0.581,0.663,0.3467,0.003,0.085,0.044,0.04,0.02,0,"(0.0, 26.7)","(0.0, 24.7)",26.66,24.72,8.0,7.0,High,High,Monte Carlo
Ryan Kalkbrenner,Sam Hauser,9.5,8.5,10.98,10.59,over,over,0.581,0.641,0.3355,0.003,0.063,0.033,0.01,0.003,0,"(0.0, 26.7)","(0.0, 23.9)",26.66,23.86,8.0,6.77,High,High,Monte Carlo
Ryan Kalkbrenner,Reed Sheppard,9.5,8.5,10.98,10.99,over,over,0.581,0.68,0.3557,0.003,0.102,0.053,0.07,0.034,0,"(0.0, 26.7)","(0.0, 23.2)",26.66,23.19,8.0,6.22,High,High,Monte Carlo
Ryan Kalkbrenner,Neemias Queta,9.5,7.5,10.98,11.06,over,over,0.581,0.684,0.3579,0.003,0.106,0.055,0.07,0.037,0,"(0.0, 26.7)","(0.0, 28.1)",26.66,28.06,8.0,8.68,High,High,Monte Carlo
Ryan Kalkbrenner,Steven Adams,9.5,4.5,10.98,9.32,over,over,0.581,0.756,0.3956,0.003,0.178,0.091,0.19,0.093,0,"(0.0, 26.7)","(0.0, 25.3)",26.66,25.34,8.0,8.17,High,High,Monte Carlo
Ryan Kalkbrenner,Cade Cunningham,9.5,25.5,10.98,26.89,over,over,0.581,0.563,0.2945,0.003,-0.015,-0.006,-0.12,0.0,0,"(0.0, 26.7)","(8.2, 45.6)",26.66,37.39,8.0,9.54,High,High,Monte Carlo
Ryan Kalkbrenner,Cooper Flagg,9.5,16.5,10.98,16.66,over,over,0.581,0.503,0.2631,0.003,-0.075,-0.036,-0.21,0.0,0,"(0.0, 26.7)","(0.0, 33.6)",26.66,33.55,8.0,8.62,High,High,Monte Carlo
Ryan Kalkbrenner,P.J. Washington,9.5,15.5,10.98,17.89,over,over,0.581,0.653,0.3418,0.003,0.075,0.039,0.03,0.013,0,"(0.0, 26.7)","(4.0, 31.8)",26.66,27.82,8.0,7.1,High,High,Monte Carlo
Ryan Kalkbrenner,D'Angelo Russell,9.5,14.5,10.98,11.66,over,under,0.581,0.649,0.3397,0.003,0.071,0.037,0.02,0.01,0,"(0.0, 26.7)","(0.0, 29.8)",26.66,29.81,8.0,9.26,High,High,Monte Carlo
Ryan Kalkbrenner,Jalen Duren,9.5,14.5,10.98,16.63,over,over,0.581,0.632,0.3308,0.003,0.054,0.029,-0.01,0.0,0,"(0.0, 26.7)","(2.2, 31.1)",26.66,28.9,8.0,7.37,High,High,Monte Carlo
Ryan Kalkbrenner,Tobias Harris,9.5,14.5,10.98,16.21,over,over,0.581,0.579,0.3029,0.003,0.001,0.002,-0.09,0.0,0,"(0.0, 26.7)","(0.0, 34.8)",26.66,34.82,8.0,9.49,High,High,Monte Carlo
Ryan Kalkbrenner,Ausar Thompson,9.5,12.5,10.98,16.09,over,over,0.581,0.701,0.3668,0.003,0.123,0.063,0.1,0.05,0,"(0.0, 26.7)","(0.5, 31.7)",26.66,31.12,8.0,7.94,High,High,Monte Carlo
Ryan Kalkbrenner,Klay Thompson,9.5,12.5,10.98,15.93,over,over,0.581,0.67,0.3503,0.003,0.092,0.047,0.05,0.025,0,"(0.0, 26.7)","(0.0, 33.9)",26.66,33.92,8.0,9.18,High,High,Monte Carlo
Ryan Kalkbrenner,Max Christie,9.5,11.5,10.98,13.99,over,over,0.581,0.676,0.3538,0.003,0.098,0.051,0.06,0.031,0,"(0.0, 26.7)","(1.5, 26.5)",26.66,24.99,8.0,6.38,High,High,Monte Carlo
Ryan Kalkbrenner,Duncan Robinson,9.5,9.5,10.98,13.84,over,over,0.581,0.726,0.3799,0.003,0.148,0.076,0.14,0.07,0,"(0.0, 26.7)","(0.0, 30.5)",26.66,30.51,8.0,8.51,High,High,Monte Carlo
Ryan Kalkbrenner,Naji Marshall,9.5,9.5,10.98,15.32,over,over,0.581,0.838,0.4381,0.003,0.26,0.131,0.31,0.157,0,"(0.0, 26.7)","(1.8, 28.8)",26.66,26.95,8.0,6.87,High,High,Monte Carlo
Ryan Kalkbrenner,Caris LeVert,9.5,9.5,10.98,10.63,over,over,0.581,0.565,0.2954,0.003,-0.013,-0.005,-0.11,0.0,0,"(0.0, 26.7)","(0.0, 25.6)",26.66,25.58,8.0,7.62,High,High,Monte Carlo
Mike Conley,Sion James,8.5,6.5,14.88,7.98,over,over,0.723,0.604,0.3933,0.145,0.026,0.086,0.18,0.09,0,"(0.0, 39.8)","(0.0, 20.4)",39.85,20.37,12.74,6.32,High,High,Monte Carlo
Mike Conley,Pascal Siakam,8.5,24.5,14.88,23.11,over,under,0.723,0.598,0.3893,0.145,0.02,0.083,0.17,0.084,0,"(0.0, 39.8)","(8.5, 37.7)",39.85,29.16,12.74,7.44,High,High,Monte Carlo
Mike Conley,Stephen Curry,8.5,24.5,14.88,26.68,over,over,0.723,0.621,0.4039,0.145,0.043,0.094,0.21,0.106,0,"(0.0, 39.8)","(10.8, 42.6)",39.85,31.75,12.74,8.1,High,High,Monte Carlo
Mike Conley,Jonathan Kuminga,8.5,16.5,14.88,15.81,over,under,0.723,0.553,0.3597,0.145,-0.025,0.06,0.08,0.04,0,"(0.0, 39.8)","(1.2, 30.4)",39.85,29.23,12.74,7.46,High,High,Monte Carlo
Mike Conley,Aaron Nesmith,8.5,14.5,14.88,14.14,over,under,0.723,0.529,0.3442,0.145,-0.049,0.048,0.03,0.016,0,"(0.0, 39.8)","(0.0, 30.7)",39.85,30.73,12.74,8.46,High,High,Monte Carlo
Mike Conley,RayJ Dennis,8.5,9.5,14.88,14.16,over,over,0.723,0.757,0.4924,0.145,0.179,0.162,0.48,0.239,0,"(0.0, 39.8)","(0.0, 29.6)",39.85,29.63,12.74,7.89,High,High,Monte Carlo
Mike Conley,Draymond Green,8.5,8.5,14.88,11.8,over,over,0.723,0.684,0.4449,0.145,0.106,0.125,0.33,0.167,0,"(0.0, 39.8)","(0.0, 27.7)",39.85,27.66,12.74,8.09,High,High,Monte Carlo
Mike Conley,Ben Sheppard,8.5,8.5,14.88,10.19,over,over,0.723,0.577,0.3754,0.145,-0.001,0.072,0.13,0.063,0,"(0.0, 39.8)","(0.0, 29.0)",39.85,29.02,12.74,9.61,High,High,Monte Carlo
Mike Conley,Moses Moody,8.5,7.5,14.88,10.81,over,over,0.723,0.697,0.4535,0.145,0.119,0.132,0.36,0.18,0,"(0.0, 39.8)","(0.0, 25.5)",39.85,25.54,12.74,7.51,High,High,Monte Carlo
Mike Conley,Quenton Jackson,8.5,7.5,14.88,11.28,over,over,0.723,0.752,0.4892,0.145,0.174,0.159,0.47,0.234,0,"(0.0, 39.8)","(0.0, 24.1)",39.85,24.12,12.74,6.55,High,High,Monte Carlo
Mike Conley,Isaiah Jackson,8.5,7.5,14.88,11.95,over,over,0.723,0.779,0.5067,0.145,0.201,0.173,0.52,0.26,0,"(0.0, 39.8)","(0.0, 25.3)",39.85,25.3,12.74,6.81,High,High,Monte Carlo
Mike Conley,Jay Huff,8.5,7.5,14.88,10.48,over,over,0.723,0.628,0.4088,0.145,0.05,0.098,0.23,0.113,0,"(0.0, 39.8)","(0.0, 31.2)",39.85,31.23,12.74,10.59,High,High,Monte Carlo
Mike Conley,Buddy Hield,8.5,7.5,14.88,9.97,over,over,0.723,0.655,0.4263,0.145,0.077,0.111,0.28,0.14,0,"(0.0, 39.8)","(0.0, 24.2)",39.85,24.19,12.74,7.26,High,High,Monte Carlo
Mike Conley,Al Horford,8.5,6.5,14.88,8.77,over,over,0.723,0.669,0.4351,0.145,0.091,0.118,0.31,0.153,0,"(0.0, 39.8)","(0.0, 20.8)",39.85,20.76,12.74,6.12,High,High,Monte Carlo
Mike Conley,Paolo Banchero,8.5,24.5,14.88,30.3,over,over,0.723,0.762,0.496,0.145,0.184,0.165,0.49,0.244,0,"(0.0, 39.8)","(11.5, 49.1)",39.85,37.56,12.74,9.58,High,High,Monte Carlo
Mike Conley,Franz Wagner,8.5,21.5,14.88,24.93,over,over,0.723,0.688,0.4474,0.145,0.109,0.127,0.34,0.171,0,"(0.0, 39.8)","(8.8, 41.0)",39.85,32.19,12.74,8.21,High,High,Monte Carlo
Mike Conley,Desmond Bane,8.5,18.5,14.88,22.23,over,over,0.723,0.684,0.4453,0.145,0.106,0.126,0.34,0.168,0,"(0.0, 39.8)","(4.4, 40.0)",39.85,35.59,12.74,9.08,High,High,Monte Carlo
Mike Conley,Alex Sarr,8.5,15.5,14.88,17.52,over,over,0.723,0.609,0.3965,0.145,0.031,0.088,0.19,0.095,0,"(0.0, 39.8)","(1.4, 33.6)",39.85,32.19,12.74,8.21,High,High,Monte Carlo
Mike Conley,Kyshawn George,8.5,14.5,14.88,14.15,over,under,0.723,0.533,0.3466,0.145,-0.045,0.05,0.04,0.02,0,"(0.0, 39.8)","(0.6, 27.7)",39.85,27.15,12.74,6.93,High,High,Monte Carlo
Mike Conley,Anthony Black,8.5,11.5,14.88,14.51,over,over,0.723,0.658,0.428,0.145,0.08,0.112,0.28,0.142,0,"(0.0, 39.8)","(0.0, 31.6)",39.85,31.59,12.74,8.71,High,High,Monte Carlo
Mike Conley,Tre Johnson,8.5,11.5,14.88,13.17,over,over,0.723,0.604,0.3928,0.145,0.026,0.085,0.18,0.089,0,"(0.0, 39.8)","(0.0, 27.3)",39.85,27.3,12.74,7.21,High,High,Monte Carlo
Mike Conley,Bilal Coulibaly,8.5,10.5,14.88,11.98,over,over,0.723,0.57,0.3706,0.145,-0.009,0.068,0.11,0.056,0,"(0.0, 39.8)","(0.0, 30.2)",39.85,30.24,12.74,9.31,High,High,Monte Carlo
Mike Conley,Jalen Suggs,8.5,10.5,14.88,20.71,over,over,0.723,0.91,0.5923,0.145,0.332,0.239,0.78,0.388,0,"(0.0, 39.8)","(4.1, 37.3)",39.85,33.15,12.74,8.46,High,High,Monte Carlo
Mike Conley,Khris Middleton,8.5,10.5,14.88,13.73,over,over,0.723,0.694,0.4519,0.145,0.116,0.131,0.36,0.178,0,"(0.0, 39.8)","(0.0, 28.3)",39.85,28.29,12.74,7.42,High,High,Monte Carlo
Mike Conley,Tristan da Silva,8.5,8.5,14.88,11.65,over,over,0.723,0.704,0.458,0.145,0.126,0.135,0.37,0.187,0,"(0.0, 39.8)","(0.0, 25.1)",39.85,25.1,12.74,6.86,High,High,Monte Carlo
Mike Conley,Cam Whitmore,8.5,8.5,14.88,11.27,over,over,0.723,0.686,0.4463,0.145,0.108,0.126,0.34,0.169,0,"(0.0, 39.8)","(0.0, 24.4)",39.85,24.38,12.74,6.69,High,High,Monte Carlo
Mike Conley,Corey Kispert,8.5,7.5,14.88,10.58,over,over,0.723,0.698,0.4543,0.145,0.12,0.132,0.36,0.181,0,"(0.0, 39.8)","(0.0, 24.2)",39.85,24.18,12.74,6.94,High,High,Monte Carlo
Mike Conley,Kevin Durant,8.5,25.5,14.88,29.96,over,over,0.723,0.713,0.464,0.145,0.135,0.14,0.39,0.196,0,"(0.0, 39.8)","(11.7, 48.2)",39.85,36.52,12.74,9.32,High,High,Monte Carlo
Mike Conley,Jaylen Brown,8.5,23.5,14.88,26.23,over,over,0.723,0.653,0.4248,0.145,0.075,0.11,0.27,0.137,0,"(0.0, 39.8)","(10.2, 42.2)",39.85,31.98,12.74,8.16,High,High,Monte Carlo
Mike Conley,Alperen Sengun,8.5,20.5,14.88,18.34,over,under,0.723,0.638,0.4151,0.145,0.06,0.102,0.25,0.123,0,"(0.0, 39.8)","(3.3, 33.4)",39.85,30.06,12.74,7.67,High,High,Monte Carlo
Mike Conley,Derrick White,8.5,19.5,14.88,18.41,over,under,0.723,0.58,0.3772,0.145,0.002,0.073,0.13,0.066,0,"(0.0, 39.8)","(4.2, 32.6)",39.85,28.48,12.74,7.26,High,High,Monte Carlo
Mike Conley,Amen Thompson,8.5,15.5,14.88,17.01,over,over,0.723,0.586,0.3812,0.145,0.008,0.076,0.14,0.072,0,"(0.0, 39.8)","(1.9, 32.1)",39.85,30.27,12.74,7.72,High,High,Monte Carlo
Mike Conley,Payton Pritchard,8.5,15.5,14.88,16.22,over,over,0.723,0.534,0.3477,0.145,-0.044,0.051,0.04,0.022,0,"(0.0, 39.8)","(0.0, 32.9)",39.85,32.85,12.74,8.48,High,High,Monte Carlo
Mike Conley,Anfernee Simons,8.5,14.5,14.88,20.48,over,over,0.723,0.812,0.5286,0.145,0.234,0.19,0.59,0.293,0,"(0.0, 39.8)","(4.9, 36.0)",39.85,31.1,12.74,7.93,High,High,Monte Carlo
Mike Conley,Tari Eason,8.5,10.5,14.88,12.74,over,over,0.723,0.673,0.4381,0.145,0.095,0.12,0.31,0.157,0,"(0.0, 39.8)","(1.2, 24.2)",39.85,23.0,12.74,5.87,High,Med,Monte Carlo
Mike Conley,Josh Okogie,8.5,8.5,14.88,11.0,over,over,0.723,0.663,0.4313,0.145,0.085,0.115,0.29,0.147,0,"(0.0, 39.8)","(0.0, 24.7)",39.85,24.72,12.74,7.0,High,High,Monte Carlo
Mike Conley,Sam Hauser,8.5,8.5,14.88,10.59,over,over,0.723,0.641,0.4173,0.145,0.063,0.104,0.25,0.126,0,"(0.0, 39.8)","(0.0, 23.9)",39.85,23.86,12.74,6.77,High,High,Monte Carlo
Mike Conley,Reed Sheppard,8.5,8.5,14.88,10.99,over,over,0.723,0.68,0.4425,0.145,0.102,0.123,0.33,0.164,0,"(0.0, 39.8)","(0.0, 23.2)",39.85,23.19,12.74,6.22,High,High,Monte Carlo
Mike Conley,Neemias Queta,8.5,7.5,14.88,11.06,over,over,0.723,0.684,0.4453,0.145,0.106,0.126,0.34,0.168,0,"(0.0, 39.8)","(0.0, 28.1)",39.85,28.06,12.74,8.68,High,High,Monte Carlo
Mike Conley,Steven Adams,8.5,4.5,14.88,9.32,over,over,0.723,0.756,0.4921,0.145,0.178,0.162,0.48,0.238,0,"(0.0, 39.8)","(0.0, 25.3)",39.85,25.34,12.74,8.17,High,High,Monte Carlo
Mike Conley,Cade Cunningham,8.5,25.5,14.88,26.89,over,over,0.723,0.563,0.3664,0.145,-0.015,0.065,0.1,0.05,0,"(0.0, 39.8)","(8.2, 45.6)",39.85,37.39,12.74,9.54,High,High,Monte Carlo
Mike Conley,Cooper Flagg,8.5,16.5,14.88,16.66,over,over,0.723,0.503,0.3272,0.145,-0.075,0.035,-0.02,0.0,0,"(0.0, 39.8)","(0.0, 33.6)",39.85,33.55,12.74,8.62,High,High,Monte Carlo
Mike Conley,P.J. Washington,8.5,15.5,14.88,17.89,over,over,0.723,0.653,0.4252,0.145,0.075,0.11,0.28,0.138,0,"(0.0, 39.8)","(4.0, 31.8)",39.85,27.82,12.74,7.1,High,High,Monte Carlo
Mike Conley,D'Angelo Russell,8.5,14.5,14.88,11.66,over,under,0.723,0.649,0.4226,0.145,0.071,0.108,0.27,0.134,0,"(0.0, 39.8)","(0.0, 29.8)",39.85,29.81,12.74,9.26,High,High,Monte Carlo
Mike Conley,Jalen Duren,8.5,14.5,14.88,16.63,over,over,0.723,0.632,0.4115,0.145,0.054,0.1,0.23,0.117,0,"(0.0, 39.8)","(2.2, 31.1)",39.85,28.9,12.74,7.37,High,High,Monte Carlo
Mike Conley,Tobias Harris,8.5,14.5,14.88,16.21,over,over,0.723,0.579,0.3768,0.145,0.001,0.073,0.13,0.065,0,"(0.0, 39.8)","(0.0, 34.8)",39.85,34.82,12.74,9.49,High,High,Monte Carlo
Mike Conley,Ausar Thompson,8.5,12.5,14.88,16.09,over,over,0.723,0.701,0.4563,0.145,0.123,0.134,0.37,0.185,0,"(0.0, 39.8)","(0.5, 31.7)",39.85,31.12,12.74,7.94,High,High,Monte Carlo
Mike Conley,Klay Thompson,8.5,12.5,14.88,15.93,over,over,0.723,0.67,0.4357,0.145,0.092,0.118,0.31,0.154,0,"(0.0, 39.8)","(0.0, 33.9)",39.85,33.92,12.74,9.18,High,High,Monte Carlo
Mike Conley,Max Christie,8.5,11.5,14.88,13.99,over,over,0.723,0.676,0.4401,0.145,0.098,0.122,0.32,0.16,0,"(0.0, 39.8)","(1.5, 26.5)",39.85,24.99,12.74,6.38,High,High,Monte Carlo
Mike Conley,Duncan Robinson,8.5,9.5,14.88,13.84,over,over,0.723,0.726,0.4726,0.145,0.148,0.147,0.42,0.209,0,"(0.0, 39.8)","(0.0, 30.5)",39.85,30.51,12.74,8.51,High,High,Monte Carlo
Mike Conley,Naji Marshall,8.5,9.5,14.88,15.32,over,over,0.723,0.838,0.545,0.145,0.26,0.202,0.64,0.318,0,"(0.0, 39.8)","(1.8, 28.8)",39.85,26.95,12.74,6.87,High,High,Monte Carlo
Mike Conley,Caris LeVert,8.5,9.5,14.88,10.63,over,over,0.723,0.565,0.3675,0.145,-0.013,0.066,0.1,0.051,0,"(0.0, 39.8)","(0.0, 25.6)",39.85,25.58,12.74,7.62,High,High,Monte Carlo
Sion James,Terrence Shannon Jr.,6.5,6.5,7.98,11.8,over,over,0.604,0.726,0.3952,0.026,0.148,0.087,0.19,0.093,0,"(0.0, 20.4)","(0.0, 32.2)",20.37,32.17,6.32,10.39,High,High,Monte Carlo
Sion James,Pascal Siakam,6.5,24.5,7.98,23.11,over,under,0.604,0.598,0.3255,0.026,0.02,0.023,-0.02,0.0,0,"(0.0, 20.4)","(8.5, 37.7)",20.37,29.16,6.32,7.44,High,High,Monte Carlo
Sion James,Stephen Curry,6.5,24.5,7.98,26.68,over,over,0.604,0.621,0.3377,0.026,0.043,0.035,0.01,0.007,0,"(0.0, 20.4)","(10.8, 42.6)",20.37,31.75,6.32,8.1,High,High,Monte Carlo
Sion James,Jonathan Kuminga,6.5,16.5,7.98,15.81,over,under,0.604,0.553,0.3008,0.026,-0.025,0.001,-0.1,0.0,0,"(0.0, 20.4)","(1.2, 30.4)",20.37,29.23,6.32,7.46,High,High,Monte Carlo
Sion James,Aaron Nesmith,6.5,14.5,7.98,14.14,over,under,0.604,0.529,0.2878,0.026,-0.049,-0.011,-0.14,0.0,0,"(0.0, 20.4)","(0.0, 30.7)",20.37,30.73,6.32,8.46,High,High,Monte Carlo
Sion James,RayJ Dennis,6.5,9.5,7.98,14.16,over,over,0.604,0.757,0.4117,0.026,0.179,0.103,0.24,0.118,0,"(0.0, 20.4)","(0.0, 29.6)",20.37,29.63,6.32,7.89,High,High,Monte Carlo
Sion James,Draymond Green,6.5,8.5,7.98,11.8,over,over,0.604,0.684,0.372,0.026,0.106,0.066,0.12,0.058,0,"(0.0, 20.4)","(0.0, 27.7)",20.37,27.66,6.32,8.09,High,High,Monte Carlo
Sion James,Ben Sheppard,6.5,8.5,7.98,10.19,over,over,0.604,0.577,0.3139,0.026,-0.001,0.013,-0.06,0.0,0,"(0.0, 20.4)","(0.0, 29.0)",20.37,29.02,6.32,9.61,High,High,Monte Carlo
Sion James,Moses Moody,6.5,7.5,7.98,10.81,over,over,0.604,0.697,0.3791,0.026,0.119,0.073,0.14,0.069,0,"(0.0, 20.4)","(0.0, 25.5)",20.37,25.54,6.32,7.51,High,High,Monte Carlo
Sion James,Quenton Jackson,6.5,7.5,7.98,11.28,over,over,0.604,0.752,0.409,0.026,0.174,0.1,0.23,0.114,0,"(0.0, 20.4)","(0.0, 24.1)",20.37,24.12,6.32,6.55,High,High,Monte Carlo
Sion James,Isaiah Jackson,6.5,7.5,7.98,11.95,over,over,0.604,0.779,0.4237,0.026,0.201,0.114,0.27,0.135,0,"(0.0, 20.4)","(0.0, 25.3)",20.37,25.3,6.32,6.81,High,High,Monte Carlo
Sion James,Jay Huff,6.5,7.5,7.98,10.48,over,over,0.604,0.628,0.3418,0.026,0.05,0.038,0.03,0.013,0,"(0.0, 20.4)","(0.0, 31.2)",20.37,31.23,6.32,10.59,High,High,Monte Carlo
Sion James,Buddy Hield,6.5,7.5,7.98,9.97,over,over,0.604,0.655,0.3565,0.026,0.077,0.052,0.07,0.035,0,"(0.0, 20.4)","(0.0, 24.2)",20.37,24.19,6.32,7.26,High,High,Monte Carlo
Sion James,Al Horford,6.5,6.5,7.98,8.77,over,over,0.604,0.669,0.3638,0.026,0.091,0.058,0.09,0.046,0,"(0.0, 20.4)","(0.0, 20.8)",20.37,20.76,6.32,6.12,High,High,Monte Carlo
Sion James,Paolo Banchero,6.5,24.5,7.98,30.3,over,over,0.604,0.762,0.4147,0.026,0.184,0.105,0.24,0.122,0,"(0.0, 20.4)","(11.5, 49.1)",20.37,37.56,6.32,9.58,High,High,Monte Carlo
Sion James,Franz Wagner,6.5,21.5,7.98,24.93,over,over,0.604,0.688,0.374,0.026,0.109,0.068,0.12,0.061,0,"(0.0, 20.4)","(8.8, 41.0)",20.37,32.19,6.32,8.21,High,High,Monte Carlo
Sion James,Desmond Bane,6.5,18.5,7.98,22.23,over,over,0.604,0.684,0.3723,0.026,0.106,0.066,0.12,0.058,0,"(0.0, 20.4)","(4.4, 40.0)",20.37,35.59,6.32,9.08,High,High,Monte Carlo
Sion James,Alex Sarr,6.5,15.5,7.98,17.52,over,over,0.604,0.609,0.3315,0.026,0.031,0.029,-0.01,0.0,0,"(0.0, 20.4)","(1.4, 33.6)",20.37,32.19,6.32,8.21,High,High,Monte Carlo
Sion James,Kyshawn George,6.5,14.5,7.98,14.15,over,under,0.604,0.533,0.2898,0.026,-0.045,-0.009,-0.13,0.0,0,"(0.0, 20.4)","(0.6, 27.7)",20.37,27.15,6.32,6.93,High,High,Monte Carlo
Sion James,Anthony Black,6.5,11.5,7.98,14.51,over,over,0.604,0.658,0.3578,0.026,0.08,0.053,0.07,0.037,0,"(0.0, 20.4)","(0.0, 31.6)",20.37,31.59,6.32,8.71,High,High,Monte Carlo
Sion James,Tre Johnson,6.5,11.5,7.98,13.17,over,over,0.604,0.604,0.3284,0.026,0.026,0.026,-0.01,0.0,0,"(0.0, 20.4)","(0.0, 27.3)",20.37,27.3,6.32,7.21,High,High,Monte Carlo
Sion James,Bilal Coulibaly,6.5,10.5,7.98,11.98,over,over,0.604,0.57,0.3098,0.026,-0.009,0.009,-0.07,0.0,0,"(0.0, 20.4)","(0.0, 30.2)",20.37,30.24,6.32,9.31,High,High,Monte Carlo
Sion James,Jalen Suggs,6.5,10.5,7.98,20.71,over,over,0.604,0.91,0.4952,0.026,0.332,0.179,0.49,0.243,0,"(0.0, 20.4)","(4.1, 37.3)",20.37,33.15,6.32,8.46,High,High,Monte Carlo
Sion James,Khris Middleton,6.5,10.5,7.98,13.73,over,over,0.604,0.694,0.3778,0.026,0.116,0.071,0.13,0.067,0,"(0.0, 20.4)","(0.0, 28.3)",20.37,28.29,6.32,7.42,High,High,Monte Carlo
Sion James,Tristan da Silva,6.5,8.5,7.98,11.65,over,over,0.604,0.704,0.383,0.026,0.126,0.076,0.15,0.074,0,"(0.0, 20.4)","(0.0, 25.1)",20.37,25.1,6.32,6.86,High,High,Monte Carlo
Sion James,Cam Whitmore,6.5,8.5,7.98,11.27,over,over,0.604,0.686,0.3731,0.026,0.108,0.067,0.12,0.06,0,"(0.0, 20.4)","(0.0, 24.4)",20.37,24.38,6.32,6.69,High,High,Monte Carlo
Sion James,Corey Kispert,6.5,7.5,7.98,10.58,over,over,0.604,0.698,0.3798,0.026,0.12,0.073,0.14,0.07,0,"(0.0, 20.4)","(0.0, 24.2)",20.37,24.18,6.32,6.94,High,High,Monte Carlo
Sion James,Kevin Durant,6.5,25.5,7.98,29.96,over,over,0.604,0.713,0.388,0.026,0.135,0.081,0.16,0.082,0,"(0.0, 20.4)","(11.7, 48.2)",20.37,36.52,6.32,9.32,High,High,Monte Carlo
Sion James,Jaylen Brown,6.5,23.5,7.98,26.23,over,over,0.604,0.653,0.3552,0.026,0.075,0.051,0.07,0.033,0,"(0.0, 20.4)","(10.2, 42.2)",20.37,31.98,6.32,8.16,High,High,Monte Carlo
Sion James,Alperen Sengun,6.5,20.5,7.98,18.34,over,under,0.604,0.638,0.347,0.026,0.06,0.043,0.04,0.021,0,"(0.0, 20.4)","(3.3, 33.4)",20.37,30.06,6.32,7.67,High,High,Monte Carlo
Sion James,Derrick White,6.5,19.5,7.98,18.41,over,under,0.604,0.58,0.3154,0.026,0.002,0.014,-0.05,0.0,0,"(0.0, 20.4)","(4.2, 32.6)",20.37,28.48,6.32,7.26,High,High,Monte Carlo
Sion James,Amen Thompson,6.5,15.5,7.98,17.01,over,over,0.604,0.586,0.3187,0.026,0.008,0.017,-0.04,0.0,0,"(0.0, 20.4)","(1.9, 32.1)",20.37,30.27,6.32,7.72,High,High,Monte Carlo
Sion James,Payton Pritchard,6.5,15.5,7.98,16.22,over,over,0.604,0.534,0.2907,0.026,-0.044,-0.009,-0.13,0.0,0,"(0.0, 20.4)","(0.0, 32.9)",20.37,32.85,6.32,8.48,High,High,Monte Carlo
