player1,player2,line1,line2,pred1,pred2,model_side1,model_side2,prob1,prob2,prob_both,edge1,edge2,combined_edge,ev_percent,kelly_full,recommendation,simulation_method
Davion Mitchell,Brandin Podziemski,10.5,11.5,6.7,8.55,under,under,0.665,0.877,0.5248,0.087,0.299,0.193,0.57,0.287,1,Monte Carlo
Corey Kispert,John Collins,8.0,13.5,6.69,10.19,under,under,0.67,0.871,0.5248,0.091,0.293,0.192,0.57,0.287,1,Monte Carlo
Ryan Rollins,Karl-Anthony Towns,11.0,22.0,13.11,18.3,over,under,0.763,0.763,0.5239,0.185,0.185,0.185,0.57,0.286,1,Monte Carlo
Kyshawn George,Brandin Podziemski,14.5,11.5,17.68,8.55,over,under,0.662,0.877,0.5222,0.084,0.299,0.191,0.57,0.283,1,Monte Carlo
Alex Sarr,Giannis Antetokounmpo,13.5,30.5,12.72,21.22,under,under,0.603,0.962,0.5222,0.025,0.384,0.205,0.57,0.283,1,Monte Carlo
Kyshawn George,John Collins,14.5,13.5,17.68,10.19,over,under,0.662,0.871,0.5188,0.084,0.293,0.188,0.56,0.278,1,Monte Carlo
VJ Edgecombe,DeMar DeRozan,19.5,19.5,26.29,15.71,over,under,0.826,0.698,0.5191,0.248,0.12,0.184,0.56,0.279,1,Monte Carlo
Collin Sexton,Domantas Sabonis,18.5,14.5,17.15,10.02,under,under,0.59,0.982,0.5216,0.012,0.404,0.208,0.56,0.282,1,Monte Carlo
Isaiah Hartenstein,John Collins,10.5,13.5,8.01,10.19,under,under,0.665,0.871,0.5211,0.087,0.293,0.19,0.56,0.282,1,Monte Carlo
Tre Johnson,Giannis Antetokounmpo,13.5,30.5,12.94,21.22,under,under,0.601,0.962,0.5202,0.023,0.384,0.203,0.56,0.28,1,Monte Carlo
Corey Kispert,Shai Gilgeous-Alexander,8.0,32.5,6.69,23.05,under,under,0.67,0.863,0.5199,0.091,0.285,0.188,0.56,0.28,1,Monte Carlo
Alex Sarr,Josh Hart,13.5,9.5,12.72,5.8,under,under,0.603,0.958,0.5198,0.025,0.38,0.202,0.56,0.28,1,Monte Carlo
Davion Mitchell,John Collins,10.5,13.5,6.7,10.19,under,under,0.665,0.871,0.5213,0.087,0.293,0.19,0.56,0.282,1,Monte Carlo
Quentin Grimes,Domantas Sabonis,14.5,14.5,16.06,10.02,over,under,0.584,0.982,0.5158,0.006,0.404,0.205,0.55,0.274,1,Monte Carlo
Davion Mitchell,Shai Gilgeous-Alexander,10.5,32.5,6.7,23.05,under,under,0.665,0.863,0.5164,0.087,0.285,0.186,0.55,0.275,1,Monte Carlo
Moses Moody,Kawhi Leonard,9.5,24.5,11.3,20.35,over,under,0.802,0.715,0.5157,0.224,0.137,0.18,0.55,0.274,1,Monte Carlo
Giannis Antetokounmpo,Buddy Hield,30.5,7.5,21.22,9.45,under,over,0.963,0.596,0.5169,0.385,0.018,0.202,0.55,0.275,1,Monte Carlo
Tre Johnson,Josh Hart,13.5,9.5,12.94,5.8,under,under,0.601,0.958,0.5178,0.023,0.38,0.201,0.55,0.277,1,Monte Carlo
Joel Embiid,Cam Whitmore,18.5,10.5,8.92,11.28,under,over,1.0,0.573,0.5159,0.422,-0.005,0.209,0.55,0.274,1,Monte Carlo
Dru Smith,Domantas Sabonis,5.5,14.5,7.0,10.02,over,under,0.58,0.982,0.5128,0.002,0.404,0.203,0.54,0.269,1,Monte Carlo
Kyshawn George,Shai Gilgeous-Alexander,14.5,32.5,17.68,23.05,over,under,0.662,0.863,0.514,0.084,0.285,0.184,0.54,0.271,1,Monte Carlo
Tyrese Maxey,Cole Anthony,28.5,10.5,25.84,7.89,under,under,0.645,0.882,0.5123,0.067,0.304,0.186,0.54,0.268,1,Monte Carlo
DeMar DeRozan,Moses Moody,19.5,9.5,15.71,11.3,under,over,0.703,0.81,0.5129,0.125,0.232,0.179,0.54,0.269,1,Monte Carlo
Myles Turner,Brandin Podziemski,13.5,11.5,11.52,8.55,under,under,0.65,0.877,0.513,0.072,0.299,0.185,0.54,0.27,1,Monte Carlo
Cole Anthony,Luguentz Dort,10.5,9.5,7.89,8.56,under,under,0.887,0.644,0.5144,0.309,0.066,0.188,0.54,0.272,1,Monte Carlo
Josh Hart,Buddy Hield,9.5,7.5,5.8,9.45,under,over,0.96,0.596,0.5149,0.382,0.018,0.2,0.54,0.272,1,Monte Carlo
DeMar DeRozan,Jonathan Kuminga,19.5,16.5,15.71,14.27,under,under,0.703,0.809,0.5121,0.125,0.231,0.178,0.54,0.268,1,Monte Carlo
Malik Monk,Kawhi Leonard,12.5,24.5,14.57,20.35,over,under,0.795,0.715,0.5112,0.217,0.137,0.177,0.53,0.267,1,Monte Carlo
Tyrese Maxey,Brandin Podziemski,28.5,11.5,25.84,8.55,under,under,0.645,0.877,0.5091,0.067,0.299,0.183,0.53,0.264,1,Monte Carlo
Collin Sexton,Giannis Antetokounmpo,18.5,30.5,17.15,21.22,under,under,0.59,0.962,0.5114,0.012,0.384,0.198,0.53,0.267,1,Monte Carlo
Mikal Bridges,Brook Lopez,14.5,6.5,11.73,9.53,under,over,0.831,0.681,0.5091,0.253,0.103,0.178,0.53,0.264,1,Monte Carlo
Joel Embiid,Bam Adebayo,18.5,21.5,8.92,22.79,under,over,1.0,0.568,0.5109,0.422,-0.01,0.206,0.53,0.266,1,Monte Carlo
Joel Embiid,Chris Paul,18.5,4.5,8.92,5.04,under,over,1.0,0.568,0.5111,0.422,-0.01,0.206,0.53,0.267,1,Monte Carlo
Collin Sexton,Josh Hart,18.5,9.5,17.15,5.8,under,under,0.59,0.958,0.509,0.012,0.38,0.196,0.53,0.263,1,Monte Carlo
Luguentz Dort,Brandin Podziemski,9.5,11.5,8.56,8.55,under,under,0.647,0.877,0.5104,0.069,0.299,0.184,0.53,0.266,1,Monte Carlo
Joel Embiid,Andrew Wiggins,18.5,16.5,8.92,15.22,under,under,1.0,0.568,0.5114,0.422,-0.01,0.206,0.53,0.267,1,Monte Carlo
Myles Turner,John Collins,13.5,13.5,11.52,10.19,under,under,0.65,0.871,0.5096,0.072,0.293,0.182,0.53,0.264,1,Monte Carlo
Quentin Grimes,Giannis Antetokounmpo,14.5,30.5,16.06,21.22,over,under,0.584,0.962,0.5057,0.006,0.384,0.195,0.52,0.258,1,Monte Carlo
Joel Embiid,Cason Wallace,18.5,9.5,8.92,8.11,under,under,1.0,0.563,0.507,0.422,-0.015,0.204,0.52,0.26,1,Monte Carlo
Luguentz Dort,John Collins,9.5,13.5,8.56,10.19,under,under,0.647,0.871,0.507,0.069,0.293,0.181,0.52,0.261,1,Monte Carlo
Tyrese Maxey,John Collins,28.5,13.5,25.84,10.19,under,under,0.645,0.871,0.5057,0.067,0.293,0.18,0.52,0.259,1,Monte Carlo
Mikal Bridges,Draymond Green,14.5,8.5,11.73,9.95,under,over,0.831,0.677,0.5064,0.253,0.099,0.176,0.52,0.26,1,Monte Carlo
VJ Edgecombe,Brook Lopez,19.5,6.5,26.29,9.53,over,over,0.826,0.681,0.5061,0.248,0.103,0.175,0.52,0.259,1,Monte Carlo
Joel Embiid,Keon Ellis,18.5,6.5,8.92,5.92,under,under,1.0,0.561,0.5053,0.422,-0.017,0.203,0.52,0.258,1,Monte Carlo
Myles Turner,Shai Gilgeous-Alexander,13.5,32.5,11.52,23.05,under,under,0.65,0.863,0.5049,0.072,0.285,0.178,0.51,0.257,1,Monte Carlo
Corey Kispert,VJ Edgecombe,8.0,19.5,6.69,26.29,under,over,0.67,0.834,0.5026,0.091,0.256,0.174,0.51,0.254,1,Monte Carlo
Dru Smith,Giannis Antetokounmpo,5.5,30.5,7.0,21.22,over,under,0.58,0.962,0.5028,0.002,0.384,0.193,0.51,0.254,1,Monte Carlo
Joel Embiid,James Harden,18.5,20.5,8.92,19.4,under,under,1.0,0.559,0.5029,0.422,-0.019,0.201,0.51,0.254,1,Monte Carlo
Quentin Grimes,Josh Hart,14.5,9.5,16.06,5.8,over,under,0.584,0.958,0.5033,0.006,0.38,0.193,0.51,0.255,1,Monte Carlo
LaMelo Ball,Mikal Bridges,25.5,14.5,22.82,11.73,under,under,0.672,0.83,0.5021,0.094,0.252,0.173,0.51,0.253,1,Monte Carlo
Joel Embiid,Khris Middleton,18.5,13.5,8.92,14.53,under,over,1.0,0.559,0.503,0.422,-0.019,0.201,0.51,0.255,1,Monte Carlo
Domantas Sabonis,Chris Paul,14.5,4.5,10.02,5.04,under,over,0.983,0.568,0.5023,0.405,-0.01,0.197,0.51,0.253,1,Monte Carlo
VJ Edgecombe,Draymond Green,19.5,8.5,26.29,9.95,over,over,0.826,0.677,0.5035,0.248,0.099,0.174,0.51,0.255,1,Monte Carlo
Jalen Brunson,Kawhi Leonard,27.5,24.5,23.13,20.35,under,under,0.778,0.715,0.5005,0.2,0.137,0.168,0.5,0.251,1,Monte Carlo
Cam Whitmore,Domantas Sabonis,10.5,14.5,11.28,10.02,over,under,0.566,0.982,0.4999,-0.012,0.404,0.196,0.5,0.25,1,Monte Carlo
Corey Kispert,Mikal Bridges,8.0,14.5,6.69,11.73,under,under,0.67,0.83,0.5,0.091,0.252,0.172,0.5,0.25,1,Monte Carlo
Jonathan Kuminga,Brook Lopez,16.5,6.5,14.27,9.53,under,over,0.815,0.681,0.4993,0.237,0.103,0.17,0.5,0.249,1,Monte Carlo
Dru Smith,Josh Hart,5.5,9.5,7.0,5.8,over,under,0.58,0.958,0.5005,0.002,0.38,0.191,0.5,0.251,1,Monte Carlo
Ryan Kalkbrenner,Kawhi Leonard,8.0,24.5,10.67,20.35,over,under,0.777,0.715,0.4997,0.199,0.137,0.168,0.5,0.249,1,Monte Carlo
Andrew Wiggins,Domantas Sabonis,16.5,14.5,15.22,10.02,under,under,0.567,0.982,0.5012,-0.011,0.404,0.196,0.5,0.252,1,Monte Carlo
Cole Anthony,Zach LaVine,10.5,21.5,7.89,22.18,under,over,0.887,0.628,0.5011,0.309,0.05,0.179,0.5,0.252,1,Monte Carlo
Tyrese Maxey,Shai Gilgeous-Alexander,28.5,32.5,25.84,23.05,under,under,0.645,0.863,0.501,0.067,0.285,0.176,0.5,0.251,1,Monte Carlo
Karl-Anthony Towns,Kawhi Leonard,22.0,24.5,18.3,20.35,under,under,0.771,0.715,0.496,0.193,0.137,0.165,0.49,0.244,1,Monte Carlo
Kyshawn George,VJ Edgecombe,14.5,19.5,17.68,26.29,over,over,0.662,0.834,0.4969,0.084,0.256,0.17,0.49,0.245,1,Monte Carlo
VJ Edgecombe,LaMelo Ball,19.5,25.5,26.29,22.82,over,under,0.826,0.666,0.4954,0.248,0.088,0.168,0.49,0.243,1,Monte Carlo
Davion Mitchell,Mikal Bridges,10.5,14.5,6.7,11.73,under,under,0.665,0.83,0.4966,0.087,0.252,0.169,0.49,0.245,1,Monte Carlo
Bam Adebayo,Domantas Sabonis,21.5,14.5,22.79,10.02,over,under,0.561,0.982,0.4959,-0.017,0.404,0.193,0.49,0.244,1,Monte Carlo
Kel'el Ware,Cole Anthony,10.5,10.5,13.42,7.89,over,under,0.627,0.882,0.4979,0.049,0.304,0.177,0.49,0.247,1,Monte Carlo
Domantas Sabonis,Cason Wallace,14.5,9.5,10.02,8.11,under,under,0.983,0.563,0.4983,0.405,-0.015,0.195,0.49,0.247,1,Monte Carlo
Domantas Sabonis,James Harden,14.5,20.5,10.02,19.4,under,under,0.983,0.559,0.4943,0.405,-0.019,0.193,0.48,0.241,1,Monte Carlo
Cole Anthony,Ivica Zubac,10.5,15.5,7.89,13.35,under,under,0.887,0.617,0.4923,0.309,0.039,0.174,0.48,0.239,1,Monte Carlo
Kon Knueppel,Kawhi Leonard,13.5,24.5,11.34,20.35,under,under,0.768,0.715,0.4943,0.19,0.137,0.163,0.48,0.241,1,Monte Carlo
Giannis Antetokounmpo,Chris Paul,30.5,4.5,21.22,5.04,under,over,0.963,0.568,0.4924,0.385,-0.01,0.188,0.48,0.239,1,Monte Carlo
Zach LaVine,Brandin Podziemski,21.5,11.5,22.18,8.55,over,under,0.624,0.877,0.4921,0.046,0.299,0.172,0.48,0.238,1,Monte Carlo
Kyshawn George,Mikal Bridges,14.5,14.5,17.68,11.73,over,under,0.662,0.83,0.4942,0.084,0.252,0.168,0.48,0.241,1,Monte Carlo
Mikal Bridges,Isaiah Hartenstein,14.5,10.5,11.73,8.01,under,under,0.831,0.659,0.4923,0.253,0.081,0.167,0.48,0.238,1,Monte Carlo
Kel'el Ware,Brandin Podziemski,10.5,11.5,13.42,8.55,over,under,0.627,0.877,0.4948,0.049,0.299,0.174,0.48,0.242,1,Monte Carlo
Zach LaVine,John Collins,21.5,13.5,22.18,10.19,over,under,0.624,0.871,0.4888,0.046,0.293,0.169,0.47,0.233,1,Monte Carlo
Giannis Antetokounmpo,Cason Wallace,30.5,9.5,21.22,8.11,under,under,0.963,0.563,0.4884,0.385,-0.015,0.185,0.47,0.233,1,Monte Carlo
Josh Hart,Chris Paul,9.5,4.5,5.8,5.04,under,over,0.96,0.568,0.4906,0.382,-0.01,0.186,0.47,0.236,1,Monte Carlo
Ryan Rollins,Kawhi Leonard,11.0,24.5,13.11,20.35,over,under,0.763,0.715,0.4908,0.185,0.137,0.161,0.47,0.236,1,Monte Carlo
Jalen Brunson,DeMar DeRozan,27.5,19.5,23.13,15.71,under,under,0.778,0.698,0.4892,0.2,0.12,0.16,0.47,0.234,1,Monte Carlo
Shai Gilgeous-Alexander,Zach LaVine,32.5,21.5,23.05,22.18,under,over,0.866,0.628,0.4893,0.288,0.05,0.169,0.47,0.234,1,Monte Carlo
VJ Edgecombe,Isaiah Hartenstein,19.5,10.5,26.29,8.01,over,under,0.826,0.659,0.4895,0.248,0.081,0.164,0.47,0.234,1,Monte Carlo
Cam Whitmore,Giannis Antetokounmpo,10.5,30.5,11.28,21.22,over,under,0.566,0.962,0.4901,-0.012,0.384,0.186,0.47,0.235,1,Monte Carlo
LaMelo Ball,Jonathan Kuminga,25.5,16.5,22.82,14.27,under,under,0.672,0.809,0.4894,0.094,0.231,0.163,0.47,0.234,1,Monte Carlo
Joel Embiid,Kris Dunn,18.5,6.5,8.92,7.18,under,over,1.0,0.543,0.4883,0.422,-0.035,0.193,0.47,0.233,1,Monte Carlo
Ryan Kalkbrenner,DeMar DeRozan,8.0,19.5,10.67,15.71,over,under,0.777,0.698,0.4883,0.199,0.12,0.16,0.47,0.233,1,Monte Carlo
Kel'el Ware,John Collins,10.5,13.5,13.42,10.19,over,under,0.627,0.871,0.4915,0.049,0.293,0.171,0.47,0.237,1,Monte Carlo
Andrew Wiggins,Josh Hart,16.5,9.5,15.22,5.8,under,under,0.567,0.958,0.4891,-0.011,0.38,0.185,0.47,0.234,1,Monte Carlo
Andrew Wiggins,Giannis Antetokounmpo,16.5,30.5,15.22,21.22,under,under,0.567,0.962,0.4914,-0.011,0.384,0.187,0.47,0.237,1,Monte Carlo
Joel Embiid,Norman Powell,18.5,22.5,8.92,21.41,under,under,1.0,0.545,0.4903,0.422,-0.033,0.194,0.47,0.235,1,Monte Carlo
Khris Middleton,Domantas Sabonis,13.5,14.5,14.53,10.02,over,under,0.553,0.982,0.4886,-0.025,0.404,0.189,0.47,0.233,1,Monte Carlo
LaMelo Ball,Moses Moody,25.5,9.5,22.82,11.3,under,over,0.672,0.81,0.4902,0.094,0.232,0.163,0.47,0.235,1,Monte Carlo
VJ Edgecombe,Davion Mitchell,19.5,10.5,26.29,6.7,over,under,0.826,0.659,0.4896,0.248,0.081,0.164,0.47,0.234,1,Monte Carlo
Moses Moody,Brook Lopez,9.5,6.5,11.3,9.53,over,over,0.802,0.681,0.4914,0.224,0.103,0.163,0.47,0.237,1,Monte Carlo
Bam Adebayo,Giannis Antetokounmpo,21.5,30.5,22.79,21.22,over,under,0.561,0.962,0.4862,-0.017,0.384,0.184,0.46,0.229,1,Monte Carlo
Kel'el Ware,Shai Gilgeous-Alexander,10.5,32.5,13.42,23.05,over,under,0.627,0.863,0.4869,0.049,0.285,0.167,0.46,0.23,1,Monte Carlo
Malik Monk,Brook Lopez,12.5,6.5,14.57,9.53,over,over,0.795,0.681,0.4871,0.217,0.103,0.16,0.46,0.231,1,Monte Carlo
Ivica Zubac,Brandin Podziemski,15.5,11.5,13.35,8.55,under,under,0.618,0.877,0.4878,0.04,0.299,0.169,0.46,0.232,1,Monte Carlo
Corey Kispert,Moses Moody,8.0,9.5,6.69,11.3,under,over,0.67,0.81,0.4882,0.091,0.232,0.162,0.46,0.232,1,Monte Carlo
LaMelo Ball,Malik Monk,25.5,12.5,22.82,14.57,under,over,0.672,0.803,0.4857,0.094,0.225,0.159,0.46,0.229,1,Monte Carlo
Corey Kispert,Jonathan Kuminga,8.0,16.5,6.69,14.27,under,under,0.67,0.809,0.4874,0.091,0.231,0.161,0.46,0.231,1,Monte Carlo
Cam Whitmore,Josh Hart,10.5,9.5,11.28,5.8,over,under,0.566,0.958,0.4878,-0.012,0.38,0.184,0.46,0.232,1,Monte Carlo
Josh Hart,Cason Wallace,9.5,9.5,5.8,8.11,under,under,0.96,0.563,0.4866,0.382,-0.015,0.183,0.46,0.23,1,Monte Carlo
Bobby Portis,Brandin Podziemski,9.5,11.5,7.54,8.55,under,under,0.618,0.877,0.4878,0.04,0.299,0.169,0.46,0.232,1,Monte Carlo
Giannis Antetokounmpo,Keon Ellis,30.5,6.5,21.22,5.92,under,under,0.963,0.561,0.4868,0.385,-0.017,0.184,0.46,0.23,1,Monte Carlo
Kyle Kuzma,Brandin Podziemski,8.5,11.5,9.15,8.55,over,under,0.616,0.877,0.4864,0.038,0.299,0.169,0.46,0.23,1,Monte Carlo
Malik Monk,Draymond Green,12.5,8.5,14.57,9.95,over,over,0.795,0.677,0.4846,0.217,0.099,0.158,0.45,0.227,1,Monte Carlo
Davion Mitchell,Jonathan Kuminga,10.5,16.5,6.7,14.27,under,under,0.665,0.809,0.4841,0.087,0.231,0.159,0.45,0.226,1,Monte Carlo
Tyrese Maxey,Mikal Bridges,28.5,14.5,25.84,11.73,under,under,0.645,0.83,0.4818,0.067,0.252,0.159,0.45,0.223,1,Monte Carlo
Kyle Kuzma,John Collins,8.5,13.5,9.15,10.19,over,under,0.616,0.871,0.4832,0.038,0.293,0.166,0.45,0.225,1,Monte Carlo
Bam Adebayo,Josh Hart,21.5,9.5,22.79,5.8,over,under,0.561,0.958,0.4839,-0.017,0.38,0.182,0.45,0.226,1,Monte Carlo
Kon Knueppel,DeMar DeRozan,13.5,19.5,11.34,15.71,under,under,0.768,0.698,0.4831,0.19,0.12,0.155,0.45,0.225,1,Monte Carlo
Davion Mitchell,Moses Moody,10.5,9.5,6.7,11.3,under,over,0.665,0.81,0.4849,0.087,0.232,0.16,0.45,0.227,1,Monte Carlo
Norman Powell,Domantas Sabonis,22.5,14.5,21.41,10.02,under,under,0.548,0.982,0.4843,-0.03,0.404,0.187,0.45,0.226,1,Monte Carlo
Karl-Anthony Towns,DeMar DeRozan,22.0,19.5,18.3,15.71,under,under,0.771,0.698,0.4848,0.193,0.12,0.157,0.45,0.227,1,Monte Carlo
Isaiah Hartenstein,Jonathan Kuminga,10.5,16.5,8.01,14.27,under,under,0.665,0.809,0.484,0.087,0.231,0.159,0.45,0.226,1,Monte Carlo
Mikal Bridges,Luguentz Dort,14.5,9.5,11.73,8.56,under,under,0.831,0.644,0.4817,0.253,0.066,0.159,0.45,0.223,1,Monte Carlo
Kyshawn George,Jonathan Kuminga,14.5,16.5,17.68,14.27,over,under,0.662,0.809,0.4818,0.084,0.231,0.157,0.45,0.223,1,Monte Carlo
Kyshawn George,Moses Moody,14.5,9.5,17.68,11.3,over,over,0.662,0.81,0.4826,0.084,0.232,0.158,0.45,0.224,1,Monte Carlo
Josh Hart,Keon Ellis,9.5,6.5,5.8,5.92,under,under,0.96,0.561,0.4849,0.382,-0.017,0.183,0.45,0.227,1,Monte Carlo
Josh Hart,James Harden,9.5,20.5,5.8,19.4,under,under,0.96,0.559,0.4827,0.382,-0.019,0.181,0.45,0.224,1,Monte Carlo
Giannis Antetokounmpo,James Harden,30.5,20.5,21.22,19.4,under,under,0.963,0.559,0.4845,0.385,-0.019,0.183,0.45,0.227,1,Monte Carlo
Bobby Portis,John Collins,9.5,13.5,7.54,10.19,under,under,0.618,0.871,0.4846,0.04,0.293,0.167,0.45,0.227,1,Monte Carlo
Corey Kispert,Malik Monk,8.0,12.5,6.69,14.57,under,over,0.67,0.803,0.4837,0.091,0.225,0.158,0.45,0.226,1,Monte Carlo
Isaiah Hartenstein,Moses Moody,10.5,9.5,8.01,11.3,under,over,0.665,0.81,0.4848,0.087,0.232,0.159,0.45,0.227,1,Monte Carlo
Mikal Bridges,Myles Turner,14.5,13.5,11.73,11.52,under,under,0.831,0.647,0.4835,0.253,0.069,0.161,0.45,0.225,1,Monte Carlo
Kyle Kuzma,Shai Gilgeous-Alexander,8.5,32.5,9.15,23.05,over,under,0.616,0.863,0.4787,0.038,0.285,0.162,0.44,0.218,1,Monte Carlo
VJ Edgecombe,Luguentz Dort,19.5,9.5,26.29,8.56,over,under,0.826,0.644,0.4789,0.248,0.066,0.157,0.44,0.218,1,Monte Carlo
Ryan Rollins,DeMar DeRozan,11.0,19.5,13.11,15.71,over,under,0.763,0.698,0.4797,0.185,0.12,0.153,0.44,0.22,1,Monte Carlo
Khris Middleton,Giannis Antetokounmpo,13.5,30.5,14.53,21.22,over,under,0.553,0.962,0.4791,-0.025,0.384,0.18,0.44,0.219,1,Monte Carlo
