NAME,BOOKMAKER,CATEGORY,LINE,ODDS,SIDE,PREDICTION,RECOMMENDATION,OVER%,UNDER%,IMPLIED PROB,MODEL PROB,EDGE,EV%,KELLY_FRACTION,KELLY_DOLLARS,CONFIDENCE INTERVAL,INTERVAL WIDTH,SIGMA,SIGMA FLAG,SIMULATION_METHOD
Keyonte George,FanDuel,player_points,17.5,-104,Over,25.33,0,0.785,0.215,0.51,0.785,0.275,5.4,0.561,2.4,"(5.9, 44.8)",38.9,9.92,High,Analytical
Amen Thompson,Bovada,player_points,18.5,155,Over,22.32,0,0.603,0.397,0.392,0.603,0.21,5.37,0.346,3.87,"(0.0, 51.1)",51.09,14.68,High,Analytical
Walter Clayton Jr.,Bovada,player_points,9.5,115,Over,13.43,0,0.715,0.285,0.465,0.715,0.25,5.37,0.467,2.88,"(0.0, 27.0)",27.0,6.93,High,Analytical
Neemias Queta,BetOnline.ag,player_points,8.5,106,Over,13.22,0,0.745,0.255,0.485,0.745,0.26,5.35,0.505,2.65,"(0.0, 27.3)",27.27,7.17,High,Analytical
Kevin Huerter,Bovada,player_points,14.5,170,Over,15.81,0,0.568,0.432,0.37,0.568,0.198,5.35,0.315,4.25,"(0.9, 30.7)",29.74,7.59,High,Analytical
Collin Gillespie,Bovada,player_points,11.5,180,Over,12.38,0,0.548,0.452,0.357,0.548,0.191,5.34,0.297,4.5,"(0.0, 26.7)",26.71,7.31,High,Analytical
Reed Sheppard,BetRivers,player_points,9.5,-118,Over,18.86,0,0.83,0.17,0.541,0.83,0.288,5.33,0.628,2.12,"(0.0, 38.1)",38.11,9.82,High,Analytical
Tristan da Silva,BetMGM,player_points,6.5,-120,Over,13.64,0,0.836,0.164,0.545,0.836,0.29,5.32,0.638,2.08,"(0.0, 28.0)",27.97,7.31,High,Analytical
Sandro Mamukelashvili,Bovada,player_points,11.5,190,Over,11.99,0,0.528,0.472,0.345,0.528,0.183,5.31,0.28,4.75,"(0.0, 25.8)",25.8,7.05,High,Analytical
Dennis Schroder,BetOnline.ag,player_points,12.5,-114,Over,20.03,0,0.815,0.185,0.533,0.815,0.282,5.29,0.603,2.19,"(3.5, 36.5)",32.96,8.41,High,Analytical
Kevin Durant,BetRivers,player_points,25.5,-118,Over,34.19,0,0.827,0.173,0.541,0.827,0.286,5.28,0.623,2.12,"(16.1, 52.2)",36.12,9.21,High,Analytical
Aaron Gordon,BetRivers,player_points,15.5,-137,Over,22.28,0,0.882,0.118,0.578,0.882,0.304,5.26,0.721,1.82,"(11.1, 33.5)",22.4,5.71,Med,Analytical
Mike Conley,Bovada,player_points,10.5,150,Over,12.56,0,0.611,0.389,0.4,0.611,0.211,5.26,0.351,3.75,"(0.0, 26.9)",26.92,7.33,High,Analytical
Donovan Clingan,FanDuel,player_points,9.5,-104,Over,14.76,0,0.777,0.223,0.51,0.777,0.267,5.23,0.544,2.4,"(1.2, 28.3)",27.11,6.92,High,Analytical
Jamal Murray,Bovada,player_points,24.5,135,Over,28.69,0,0.647,0.353,0.426,0.647,0.222,5.22,0.386,3.38,"(7.0, 50.4)",43.43,11.08,High,Analytical
Bronny James,FanDuel,player_points,4.5,-122,Over,10.09,0,0.836,0.164,0.55,0.836,0.287,5.22,0.636,2.05,"(0.0, 21.3)",21.27,5.71,Med,Analytical
Tristan da Silva,BetRivers,player_points,6.5,-122,Over,13.64,0,0.836,0.164,0.55,0.836,0.286,5.21,0.635,2.05,"(0.0, 28.0)",27.97,7.31,High,Analytical
Sam Hauser,Bovada,player_points,10.5,145,Over,12.86,0,0.621,0.379,0.408,0.621,0.213,5.21,0.359,3.63,"(0.0, 27.9)",27.88,7.67,High,Analytical
Zion Williamson,BetRivers,player_points,25.5,117,Over,29.95,0,0.7,0.3,0.461,0.7,0.239,5.19,0.443,2.92,"(13.3, 46.6)",33.3,8.49,High,Analytical
Scottie Barnes,BetRivers,player_points,18.5,110,Over,23.51,0,0.723,0.277,0.476,0.723,0.247,5.18,0.471,2.75,"(6.9, 40.1)",33.19,8.47,High,Analytical
Ben Saraf,BetRivers,player_points,5.5,-107,Over,10.65,0,0.784,0.216,0.517,0.784,0.267,5.17,0.553,2.34,"(0.0, 23.5)",23.5,6.56,High,Analytical
Jaden McDaniels,Bovada,player_points,18.5,165,Over,20.08,0,0.573,0.427,0.377,0.573,0.195,5.17,0.314,4.12,"(3.2, 37.0)",33.8,8.62,High,Analytical
Kentavious Caldwell-Pope,BetRivers,player_points,8.5,-117,Over,16.45,0,0.817,0.183,0.539,0.817,0.278,5.15,0.602,2.14,"(0.0, 33.7)",33.7,8.8,High,Analytical
Anthony Black,Bovada,player_points,12.5,190,Over,12.91,0,0.522,0.478,0.345,0.522,0.177,5.13,0.27,4.75,"(0.0, 27.8)",27.76,7.58,High,Analytical
Tari Eason,FanDuel,player_points,10.5,-104,Over,15.01,0,0.771,0.229,0.51,0.771,0.261,5.12,0.532,2.4,"(3.1, 26.9)",23.85,6.08,High,Analytical
Jeremiah Fears,Bovada,player_points,11.5,110,Over,16.22,0,0.72,0.28,0.476,0.72,0.244,5.12,0.465,2.75,"(0.3, 32.1)",31.78,8.11,High,Analytical
Jeremiah Fears,Bovada,player_points,11.5,110,Over,16.22,0,0.72,0.28,0.476,0.72,0.244,5.12,0.465,2.75,"(0.3, 32.1)",31.78,8.11,High,Analytical
Josh Giddey,DraftKings,player_points,18.5,-116,Over,27.13,0,0.811,0.189,0.537,0.811,0.274,5.1,0.592,2.16,"(8.0, 46.3)",38.36,9.79,High,Analytical
Jarred Vanderbilt,Bovada,player_points,8.5,145,Over,10.35,0,0.616,0.384,0.408,0.616,0.208,5.1,0.351,3.63,"(0.0, 22.6)",22.63,6.26,High,Analytical
Kentavious Caldwell-Pope,FanDuel,player_points,8.5,-118,Over,16.45,0,0.817,0.183,0.541,0.817,0.275,5.09,0.601,2.12,"(0.0, 33.7)",33.7,8.8,High,Analytical
Alperen Sengun,Bovada,player_points,25.5,200,Over,25.55,0,0.502,0.498,0.333,0.502,0.169,5.07,0.253,5.0,"(7.9, 43.2)",35.25,8.99,High,Analytical
Deni Avdija,BetRivers,player_points,22.5,106,Over,28.39,0,0.731,0.269,0.485,0.731,0.246,5.06,0.478,2.65,"(9.7, 47.1)",37.46,9.56,High,Analytical
Cam Thomas,BetRivers,player_points,24.5,107,Over,32.1,0,0.728,0.272,0.483,0.728,0.244,5.06,0.473,2.68,"(7.5, 56.7)",49.19,12.55,High,Analytical
Brandon Ingram,Bovada,player_points,22.5,165,Over,24.22,0,0.568,0.432,0.377,0.568,0.191,5.06,0.306,4.12,"(4.6, 43.9)",39.32,10.03,High,Analytical
Royce O'Neale,BetRivers,player_points,12.5,116,Over,16.83,0,0.697,0.303,0.463,0.697,0.234,5.05,0.435,2.9,"(0.4, 33.3)",32.95,8.41,High,Analytical
Tristan da Silva,FanDuel,player_points,6.5,-125,Over,13.64,0,0.836,0.164,0.556,0.836,0.28,5.04,0.63,2.0,"(0.0, 28.0)",27.97,7.31,High,Analytical
Zaccharie Risacher,Bovada,player_points,9.5,-130,Over,18.01,0,0.849,0.151,0.565,0.849,0.284,5.03,0.654,1.92,"(1.9, 34.1)",32.25,8.23,High,Analytical
Walker Kessler,BetRivers,player_points,12.5,114,Over,16.14,0,0.702,0.298,0.467,0.702,0.234,5.01,0.44,2.85,"(2.7, 29.6)",26.97,6.88,High,Analytical
Jonas Valanciunas,Bovada,player_points,5.5,-170,Over,14.27,0,0.944,0.056,0.63,0.944,0.314,4.99,0.848,1.47,"(3.4, 25.1)",21.67,5.53,Med,Analytical
P.J. Washington,Bovada,player_points,17.5,150,Over,19.62,0,0.6,0.4,0.4,0.6,0.2,4.99,0.333,3.75,"(3.2, 36.0)",32.85,8.38,High,Analytical
Tari Eason,BetRivers,player_points,10.5,-106,Over,15.01,0,0.771,0.229,0.515,0.771,0.256,4.98,0.527,2.36,"(3.1, 26.9)",23.85,6.08,High,Analytical
Josh Okogie,Bovada,player_points,7.5,-145,Over,16.27,0,0.887,0.113,0.592,0.887,0.295,4.98,0.722,1.72,"(2.1, 30.5)",28.44,7.25,High,Analytical
Isaiah Jackson,Bovada,player_points,10.5,190,Over,10.73,0,0.515,0.485,0.345,0.515,0.17,4.94,0.26,4.75,"(0.0, 22.6)",22.64,6.08,High,Analytical
Deni Avdija,Bovada,player_points,21.5,-105,Over,28.39,0,0.765,0.235,0.512,0.765,0.252,4.93,0.517,2.38,"(9.7, 47.1)",37.46,9.56,High,Analytical
Josh Giddey,BetOnline.ag,player_points,18.5,-119,Over,27.13,0,0.811,0.189,0.543,0.811,0.268,4.93,0.586,2.1,"(8.0, 46.3)",38.36,9.79,High,Analytical
Donovan Clingan,BetRivers,player_points,9.5,-109,Over,14.76,0,0.777,0.223,0.522,0.777,0.255,4.89,0.533,2.29,"(1.2, 28.3)",27.11,6.92,High,Analytical
Blake Wesley,BetOnline.ag,player_points,6.5,-106,Over,10.76,0,0.766,0.234,0.515,0.766,0.252,4.89,0.519,2.36,"(0.0, 22.2)",22.25,5.86,Med,Analytical
Ausar Thompson,BetRivers,player_points,14.5,112,Over,20.24,0,0.702,0.298,0.472,0.702,0.23,4.88,0.436,2.8,"(0.0, 41.5)",41.47,10.83,High,Analytical
Josh Giddey,Bovada,player_points,18.5,-120,Over,27.13,0,0.811,0.189,0.545,0.811,0.266,4.87,0.585,2.08,"(8.0, 46.3)",38.36,9.79,High,Analytical
Josh Giddey,BetRivers,player_points,18.5,-120,Over,27.13,0,0.811,0.189,0.545,0.811,0.266,4.87,0.585,2.08,"(8.0, 46.3)",38.36,9.79,High,Analytical
Josh Giddey,BetMGM,player_points,18.5,-120,Over,27.13,0,0.811,0.189,0.545,0.811,0.266,4.87,0.585,2.08,"(8.0, 46.3)",38.36,9.79,High,Analytical
Scottie Barnes,Bovada,player_points,17.5,-105,Over,23.51,0,0.761,0.239,0.512,0.761,0.249,4.86,0.51,2.38,"(6.9, 40.1)",33.19,8.47,High,Analytical
Oso Ighodaro,Bovada,player_points,4.5,-145,Over,11.97,0,0.879,0.121,0.592,0.879,0.287,4.86,0.704,1.72,"(0.0, 24.5)",24.48,6.38,High,Analytical
Kevin Durant,Bovada,player_points,24.5,-135,Over,34.19,0,0.853,0.147,0.574,0.853,0.279,4.86,0.656,1.85,"(16.1, 52.2)",36.12,9.21,High,Analytical
Cam Thomas,DraftKings,player_points,23.5,-103,Over,32.1,0,0.753,0.247,0.507,0.753,0.246,4.85,0.499,2.43,"(7.5, 56.7)",49.19,12.55,High,Analytical
Jalen Suggs,Bovada,player_points,11.5,140,Over,13.63,0,0.619,0.381,0.417,0.619,0.202,4.85,0.346,3.5,"(0.0, 27.5)",27.48,7.07,High,Analytical
Neemias Queta,DraftKings,player_points,8.5,-101,Over,13.22,0,0.745,0.255,0.502,0.745,0.243,4.83,0.488,2.48,"(0.0, 27.3)",27.27,7.17,High,Analytical
Tristan da Silva,DraftKings,player_points,6.5,-129,Over,13.64,0,0.836,0.164,0.563,0.836,0.272,4.83,0.624,1.94,"(0.0, 28.0)",27.97,7.31,High,Analytical
RayJ Dennis,Bovada,player_points,11.5,185,Over,11.85,0,0.52,0.48,0.351,0.52,0.169,4.83,0.261,4.62,"(0.0, 25.2)",25.24,6.83,High,Analytical
Donovan Clingan,Bovada,player_points,9.5,-110,Over,14.76,0,0.777,0.223,0.524,0.777,0.253,4.82,0.531,2.27,"(1.2, 28.3)",27.11,6.92,High,Analytical
Kentavious Caldwell-Pope,BetOnline.ag,player_points,8.5,-123,Over,16.45,0,0.817,0.183,0.552,0.817,0.265,4.81,0.591,2.03,"(0.0, 33.7)",33.7,8.8,High,Analytical
Deandre Ayton,Bovada,player_points,17.5,165,Over,18.6,0,0.558,0.442,0.377,0.558,0.181,4.8,0.291,4.12,"(3.9, 33.3)",29.34,7.48,High,Analytical
Zaccharie Risacher,BetMGM,player_points,9.5,-135,Over,18.01,0,0.849,0.151,0.574,0.849,0.275,4.79,0.646,1.85,"(1.9, 34.1)",32.25,8.23,High,Analytical
Zion Williamson,BetRivers,player_points,24.5,100,Over,29.95,0,0.74,0.26,0.5,0.74,0.24,4.79,0.479,2.5,"(13.3, 46.6)",33.3,8.49,High,Analytical
Tristan da Silva,BetOnline.ag,player_points,6.5,-130,Over,13.64,0,0.836,0.164,0.565,0.836,0.27,4.79,0.622,1.92,"(0.0, 28.0)",27.97,7.31,High,Analytical
D'Angelo Russell,Bovada,player_points,15.5,180,Over,16.11,0,0.528,0.472,0.357,0.528,0.171,4.79,0.266,4.5,"(0.0, 33.0)",33.0,8.62,High,Analytical
Keyonte George,BetRivers,player_points,17.5,-113,Over,25.33,0,0.785,0.215,0.531,0.785,0.254,4.79,0.542,2.21,"(5.9, 44.8)",38.9,9.92,High,Analytical
Larry Nance Jr.,FanDuel,player_points,6.5,-106,Over,10.65,0,0.76,0.24,0.515,0.76,0.246,4.78,0.507,2.36,"(0.0, 22.1)",22.15,5.87,Med,Analytical
Walker Kessler,BetOnline.ag,player_points,11.5,-103,Over,16.14,0,0.75,0.25,0.507,0.75,0.243,4.78,0.492,2.43,"(2.7, 29.6)",26.97,6.88,High,Analytical
Ben Saraf,DraftKings,player_points,5.5,-113,Over,10.65,0,0.784,0.216,0.531,0.784,0.254,4.78,0.54,2.21,"(0.0, 23.5)",23.5,6.56,High,Analytical
Donovan Clingan,BetOnline.ag,player_points,9.5,-111,Over,14.76,0,0.777,0.223,0.526,0.777,0.25,4.76,0.528,2.25,"(1.2, 28.3)",27.11,6.92,High,Analytical
Ryan Dunn,BetRivers,player_points,8.5,107,Over,12.19,0,0.713,0.287,0.483,0.713,0.23,4.76,0.444,2.68,"(0.0, 25.1)",25.05,6.56,High,Analytical
Nikola Jokic,Bovada,player_points,23.5,165,Under,22.0,0,0.443,0.557,0.377,0.557,0.18,4.76,0.289,4.12,"(1.5, 42.5)",41.04,10.47,High,Analytical
Christian Braun,Bovada,player_points,15.5,180,Over,16.2,0,0.527,0.473,0.357,0.527,0.17,4.75,0.264,4.5,"(0.0, 36.6)",36.64,10.43,High,Analytical
Dennis Schroder,BetRivers,player_points,11.5,-134,Over,20.03,0,0.845,0.155,0.573,0.845,0.272,4.75,0.637,1.87,"(3.5, 36.5)",32.96,8.41,High,Analytical
Lauri Markkanen,Bovada,player_points,25.5,130,Over,29.3,0,0.641,0.359,0.435,0.641,0.206,4.74,0.365,3.25,"(8.6, 50.0)",41.33,10.54,High,Analytical
Keyonte George,DraftKings,player_points,17.5,-114,Over,25.33,0,0.785,0.215,0.533,0.785,0.252,4.73,0.54,2.19,"(5.9, 44.8)",38.9,9.92,High,Analytical
Keyonte George,Bovada,player_points,18.5,-105,Over,25.33,0,0.754,0.246,0.512,0.754,0.242,4.73,0.496,2.38,"(5.9, 44.8)",38.9,9.92,High,Analytical
Isaac Okoro,BetRivers,player_points,8.5,118,Over,11.48,0,0.675,0.325,0.459,0.675,0.217,4.72,0.4,2.95,"(0.0, 24.3)",24.32,6.55,High,Analytical
Bronny James,DraftKings,player_points,4.5,-132,Over,10.09,0,0.836,0.164,0.569,0.836,0.267,4.7,0.62,1.89,"(0.0, 21.3)",21.27,5.71,Med,Analytical
Zion Williamson,Bovada,player_points,25.5,110,Over,29.95,0,0.7,0.3,0.476,0.7,0.224,4.7,0.427,2.75,"(13.3, 46.6)",33.3,8.49,High,Analytical
Ben Sheppard,Bovada,player_points,11.5,120,Over,14.68,0,0.668,0.332,0.455,0.668,0.213,4.69,0.391,3.0,"(0.3, 29.0)",28.74,7.33,High,Analytical
Klay Thompson,Bovada,player_points,12.5,145,Over,14.65,0,0.599,0.401,0.408,0.599,0.191,4.68,0.323,3.63,"(0.0, 31.4)",31.38,8.54,High,Analytical
Blake Wesley,FanDuel,player_points,5.5,-125,Over,10.76,0,0.815,0.185,0.556,0.815,0.26,4.68,0.585,2.0,"(0.0, 22.2)",22.25,5.86,Med,Analytical
Kevin Durant,BetRivers,player_points,24.5,-139,Over,34.19,0,0.853,0.147,0.582,0.853,0.272,4.67,0.65,1.8,"(16.1, 52.2)",36.12,9.21,High,Analytical
Ben Sheppard,Bovada,player_points,10.5,105,Over,14.68,0,0.716,0.284,0.488,0.716,0.228,4.67,0.445,2.62,"(0.3, 29.0)",28.74,7.33,High,Analytical
Keyonte George,BetOnline.ag,player_points,17.5,-115,Over,25.33,0,0.785,0.215,0.535,0.785,0.25,4.67,0.537,2.17,"(5.9, 44.8)",38.9,9.92,High,Analytical
Royce O'Neale,BetOnline.ag,player_points,10.5,-112,Over,16.83,0,0.774,0.226,0.528,0.774,0.246,4.66,0.522,2.23,"(0.4, 33.3)",32.95,8.41,High,Analytical
Jaylen Brown,Bovada,player_points,26.5,150,Over,29.33,0,0.587,0.413,0.4,0.587,0.187,4.66,0.311,3.75,"(4.0, 54.7)",50.66,12.92,High,Analytical
Ausar Thompson,FanDuel,player_points,13.5,100,Over,20.24,0,0.733,0.267,0.5,0.733,0.233,4.66,0.466,2.5,"(0.0, 41.5)",41.47,10.83,High,Analytical
Scottie Barnes,BetOnline.ag,player_points,17.5,-108,Over,23.51,0,0.761,0.239,0.519,0.761,0.242,4.66,0.503,2.31,"(6.9, 40.1)",33.19,8.47,High,Analytical
Royce O'Neale,DraftKings,player_points,10.5,-112,Over,16.83,0,0.774,0.226,0.528,0.774,0.246,4.66,0.522,2.23,"(0.4, 33.3)",32.95,8.41,High,Analytical
Tony Bradley,Bovada,player_points,9.5,150,Over,10.78,0,0.586,0.414,0.4,0.586,0.186,4.65,0.31,3.75,"(0.0, 22.3)",22.33,5.89,Med,Analytical
Zion Williamson,DraftKings,player_points,24.5,-102,Over,29.95,0,0.74,0.26,0.505,0.74,0.235,4.65,0.474,2.45,"(13.3, 46.6)",33.3,8.49,High,Analytical
Blake Wesley,DraftKings,player_points,6.5,-110,Over,10.76,0,0.766,0.234,0.524,0.766,0.243,4.63,0.51,2.27,"(0.0, 22.2)",22.25,5.86,Med,Analytical
Blake Wesley,BetMGM,player_points,6.5,-110,Over,10.76,0,0.766,0.234,0.524,0.766,0.243,4.63,0.51,2.27,"(0.0, 22.2)",22.25,5.86,Med,Analytical
Keon Ellis,Bovada,player_points,6.5,105,Over,10.23,0,0.714,0.286,0.488,0.714,0.226,4.63,0.441,2.62,"(0.0, 23.2)",23.17,6.6,High,Analytical
Svi Mykhailiuk,Bovada,player_points,11.5,165,Over,12.47,0,0.552,0.448,0.377,0.552,0.174,4.62,0.28,4.12,"(0.0, 27.0)",26.99,7.41,High,Analytical
Ryan Dunn,Bovada,player_points,8.5,105,Over,12.19,0,0.713,0.287,0.488,0.713,0.225,4.61,0.439,2.62,"(0.0, 25.1)",25.05,6.56,High,Analytical
Jrue Holiday,Bovada,player_points,15.5,105,Over,20.41,0,0.713,0.287,0.488,0.713,0.225,4.61,0.439,2.62,"(3.3, 37.5)",34.28,8.74,High,Analytical
Josh Giddey,FanDuel,player_points,18.5,-125,Over,27.13,0,0.811,0.189,0.556,0.811,0.256,4.6,0.575,2.0,"(8.0, 46.3)",38.36,9.79,High,Analytical
Scottie Barnes,DraftKings,player_points,17.5,-109,Over,23.51,0,0.761,0.239,0.522,0.761,0.24,4.59,0.501,2.29,"(6.9, 40.1)",33.19,8.47,High,Analytical
Cooper Flagg,BetRivers,player_points,16.5,115,Over,20.55,0,0.679,0.321,0.465,0.679,0.213,4.59,0.399,2.88,"(3.4, 37.7)",34.22,8.73,High,Analytical
Walter Clayton Jr.,BetRivers,player_points,9.5,104,Over,13.43,0,0.715,0.285,0.49,0.715,0.225,4.58,0.44,2.6,"(0.0, 27.0)",27.0,6.93,High,Analytical
Isaac Okoro,DraftKings,player_points,7.5,100,Over,11.48,0,0.728,0.272,0.5,0.728,0.228,4.56,0.456,2.5,"(0.0, 24.3)",24.32,6.55,High,Analytical
Kentavious Caldwell-Pope,DraftKings,player_points,8.5,-128,Over,16.45,0,0.817,0.183,0.561,0.817,0.255,4.55,0.582,1.95,"(0.0, 33.7)",33.7,8.8,High,Analytical
Tristan da Silva,Bovada,player_points,6.5,-135,Over,13.64,0,0.836,0.164,0.574,0.836,0.261,4.55,0.614,1.85,"(0.0, 28.0)",27.97,7.31,High,Analytical
Cameron Johnson,Bovada,player_points,13.5,150,Over,15.93,0,0.581,0.419,0.4,0.581,0.181,4.54,0.302,3.75,"(0.0, 39.0)",39.05,11.8,High,Analytical
Deni Avdija,FanDuel,player_points,21.5,-111,Over,28.39,0,0.765,0.235,0.526,0.765,0.239,4.53,0.503,2.25,"(9.7, 47.1)",37.46,9.56,High,Analytical
Jrue Holiday,BetRivers,player_points,16.5,116,Over,20.41,0,0.673,0.327,0.463,0.673,0.21,4.53,0.39,2.9,"(3.3, 37.5)",34.28,8.74,High,Analytical
Larry Nance Jr.,DraftKings,player_points,6.5,-110,Over,10.65,0,0.76,0.24,0.524,0.76,0.237,4.52,0.497,2.27,"(0.0, 22.1)",22.15,5.87,Med,Analytical
Cam Thomas,BetRivers,player_points,23.5,-108,Over,32.1,0,0.753,0.247,0.519,0.753,0.234,4.51,0.487,2.31,"(7.5, 56.7)",49.19,12.55,High,Analytical
Zion Williamson,BetMGM,player_points,23.5,-115,Over,29.95,0,0.776,0.224,0.535,0.776,0.241,4.51,0.519,2.17,"(13.3, 46.6)",33.3,8.49,High,Analytical
Isaac Okoro,BetMGM,player_points,6.5,-115,Over,11.48,0,0.776,0.224,0.535,0.776,0.241,4.51,0.519,2.17,"(0.0, 24.3)",24.32,6.55,High,Analytical
Svi Mykhailiuk,Bovada,player_points,10.5,140,Over,12.47,0,0.605,0.395,0.417,0.605,0.188,4.51,0.322,3.5,"(0.0, 27.0)",26.99,7.41,High,Analytical
Walker Kessler,DraftKings,player_points,11.5,-107,Over,16.14,0,0.75,0.25,0.517,0.75,0.233,4.51,0.482,2.34,"(2.7, 29.6)",26.97,6.88,High,Analytical
Royce O'Neale,BetMGM,player_points,10.5,-115,Over,16.83,0,0.774,0.226,0.535,0.774,0.239,4.48,0.515,2.17,"(0.4, 33.3)",32.95,8.41,High,Analytical
Scottie Barnes,FanDuel,player_points,17.5,-111,Over,23.51,0,0.761,0.239,0.526,0.761,0.235,4.47,0.496,2.25,"(6.9, 40.1)",33.19,8.47,High,Analytical
P.J. Washington,Bovada,player_points,15.5,110,Over,19.62,0,0.688,0.312,0.476,0.688,0.212,4.46,0.405,2.75,"(3.2, 36.0)",32.85,8.38,High,Analytical
Tari Eason,BetMGM,player_points,9.5,-130,Over,15.01,0,0.817,0.183,0.565,0.817,0.252,4.46,0.58,1.92,"(3.1, 26.9)",23.85,6.08,High,Analytical
Paolo Banchero,Bovada,player_points,27.5,170,Over,28.58,0,0.535,0.465,0.37,0.535,0.165,4.46,0.262,4.25,"(4.9, 52.3)",47.39,12.09,High,Analytical
Jalen Green,BetRivers,player_points,15.5,106,Over,20.98,0,0.702,0.298,0.485,0.702,0.216,4.46,0.42,2.65,"(0.7, 41.2)",40.53,10.34,High,Analytical
Kevin Huerter,Bovada,player_points,15.5,180,Over,15.81,0,0.516,0.484,0.357,0.516,0.159,4.45,0.247,4.45,"(0.9, 30.7)",29.74,7.59,High,Analytical
Zach LaVine,Bovada,player_points,25.5,150,Over,27.68,0,0.578,0.422,0.4,0.578,0.178,4.45,0.297,3.75,"(6.0, 49.4)",43.38,11.07,High,Analytical
Kentavious Caldwell-Pope,Bovada,player_points,8.5,-130,Over,16.45,0,0.817,0.183,0.565,0.817,0.252,4.45,0.579,1.92,"(0.0, 33.7)",33.7,8.8,High,Analytical
Patrick Williams,FanDuel,player_points,7.5,-113,Over,12.2,0,0.766,0.234,0.531,0.766,0.235,4.43,0.501,2.21,"(0.0, 24.9)",24.9,6.48,High,Analytical
Zaccharie Risacher,BetRivers,player_points,9.5,-143,Over,18.01,0,0.849,0.151,0.588,0.849,0.261,4.43,0.634,1.75,"(1.9, 34.1)",32.25,8.23,High,Analytical
Tre Jones,BetRivers,player_points,13.5,118,Over,16.65,0,0.66,0.34,0.459,0.66,0.202,4.4,0.372,2.95,"(1.7, 31.6)",29.83,7.61,High,Analytical
Royce O'Neale,BetRivers,player_points,11.5,-105,Over,16.83,0,0.737,0.263,0.512,0.737,0.225,4.39,0.461,2.38,"(0.4, 33.3)",32.95,8.41,High,Analytical
Ben Saraf,BetMGM,player_points,5.5,-120,Over,10.65,0,0.784,0.216,0.545,0.784,0.239,4.38,0.525,2.08,"(0.0, 23.5)",23.5,6.56,High,Analytical
Jaylen Wells,Bovada,player_points,13.5,165,Over,14.39,0,0.542,0.458,0.377,0.542,0.165,4.36,0.264,4.12,"(0.0, 30.9)",30.87,8.41,High,Analytical
Mike Conley,Bovada,player_points,10.5,135,Over,12.56,0,0.611,0.389,0.426,0.611,0.185,4.35,0.322,3.38,"(0.0, 26.9)",26.92,7.33,High,Analytical
Deni Avdija,BetRivers,player_points,21.5,-114,Over,28.39,0,0.765,0.235,0.533,0.765,0.232,4.35,0.496,2.19,"(9.7, 47.1)",37.46,9.56,High,Analytical
Scottie Barnes,BetRivers,player_points,17.5,-113,Over,23.51,0,0.761,0.239,0.531,0.761,0.231,4.35,0.491,2.21,"(6.9, 40.1)",33.19,8.47,High,Analytical
Goga Bitadze,BetMGM,player_points,3.5,-135,Over,8.07,0,0.824,0.176,0.574,0.824,0.25,4.35,0.587,1.85,"(0.0, 17.7)",17.69,4.91,Med,Analytical
Isaac Okoro,BetOnline.ag,player_points,7.5,-103,Over,11.48,0,0.728,0.272,0.507,0.728,0.221,4.35,0.448,2.43,"(0.0, 24.3)",24.32,6.55,High,Analytical
Zion Williamson,BetRivers,player_points,23.5,-118,Over,29.95,0,0.776,0.224,0.541,0.776,0.235,4.34,0.512,2.12,"(13.3, 46.6)",33.3,8.49,High,Analytical
Jamal Shead,BetRivers,player_points,5.5,-110,Over,9.58,0,0.75,0.25,0.524,0.75,0.227,4.33,0.476,2.27,"(0.0, 21.4)",21.41,6.03,High,Analytical
Sandro Mamukelashvili,Bovada,player_points,10.5,145,Over,11.99,0,0.584,0.416,0.408,0.584,0.176,4.31,0.297,3.63,"(0.0, 25.8)",25.8,7.05,High,Analytical
Ausar Thompson,BetMGM,player_points,13.5,-105,Over,20.24,0,0.733,0.267,0.512,0.733,0.221,4.31,0.453,2.38,"(0.0, 41.5)",41.47,10.83,High,Analytical
Walker Kessler,FanDuel,player_points,10.5,-125,Over,16.14,0,0.794,0.206,0.556,0.794,0.238,4.29,0.536,2.0,"(2.7, 29.6)",26.97,6.88,High,Analytical
Jamal Murray,Bovada,player_points,23.5,110,Over,28.69,0,0.68,0.32,0.476,0.68,0.204,4.29,0.39,2.75,"(7.0, 50.4)",43.43,11.08,High,Analytical
Walker Kessler,Bovada,player_points,10.5,-125,Over,16.14,0,0.794,0.206,0.556,0.794,0.238,4.29,0.536,2.0,"(2.7, 29.6)",26.97,6.88,High,Analytical
Kyle Filipowski,Bovada,player_points,11.5,130,Over,13.7,0,0.62,0.38,0.435,0.62,0.185,4.26,0.328,3.25,"(0.0, 27.8)",27.8,7.2,High,Analytical
Ausar Thompson,Bovada,player_points,12.5,-115,Over,20.24,0,0.763,0.237,0.535,0.763,0.228,4.26,0.489,2.17,"(0.0, 41.5)",41.47,10.83,High,Analytical
Brandon Ingram,Bovada,player_points,21.5,135,Over,24.22,0,0.607,0.393,0.426,0.607,0.181,4.26,0.316,3.38,"(4.6, 43.9)",39.32,10.03,High,Analytical
Ryan Dunn,DraftKings,player_points,8.5,100,Over,12.19,0,0.713,0.287,0.5,0.713,0.213,4.26,0.426,2.5,"(0.0, 25.1)",25.05,6.56,High,Analytical
Kevin Huerter,Bovada,player_points,13.5,130,Over,15.81,0,0.62,0.38,0.435,0.62,0.185,4.25,0.327,3.25,"(0.9, 30.7)",29.74,7.59,High,Analytical
